"";"id";"raça";"idade";"ing_nat";"gênero";"mão_dom";"fonte";"país";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"N1";"N2";"N3";"N4";"N5";"N6";"N7";"N8";"N9";"N10";"A1";"A2";"A3";"A4";"A5";"A6";"A7";"A8";"A9";"A10";"C1";"C2";"C3";"C4";"C5";"C6";"C7";"C8";"C9";"C10";"O1";"O2";"O3";"O4";"O5";"O6";"O7";"O8";"O9";"O10";"extr";"neur";"amab";"cons";"aber";"fluid";"wellb";"empa";"E";"N";"A";"C";"O"
"9870";"s9870";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";48;"Não";"Masculino";"Direita";1;"JP";1;4;2;4;3;3;2;3;5;4;4;3;4;1;2;2;2;2;3;4;4;3;1;4;2;4;3;3;4;3;4;4;5;4;1;4;4;1;4;4;3;2;2;2;3;3;4;3;4;3;2,5;3,1;3,7;3,3;3,3;0,877651148155311;-3,32450281292652;3,04367175252349;15;18;18;18;17
"6625";"s6625";"Caucasiano (Europeu)";22;"Sim";"Masculino";"Direita";1;"US";3;3;3;3;3;2;3;4;4;3;2;4;2;4;1;1;2;1;5;1;2;3;4;2;2;2;3;4;3;4;2;4;5;2;2;3;4;2;3;5;4;1;4;1;4;2;5;4;5;5;3,1;1,9;2,9;3,4;4,5;1,65041996074246;-1,88131237293083;0,927648627392185;16;8;15;20;23
"15614";"s15614";"Caucasiano (Norte Africano, Outro)";20;"Sim";"Masculino";"Esquerda";5;"CA";3;1;4;4;3;3;2;4;2;4;4;3;4;3;1;3;3;2;2;2;5;2;2;4;1;4;2;4;4;4;4;2;4;2;4;1;5;3;4;4;3;3;4;2;3;2;3;4;4;3;2,8;2,7;4;4,1;3,5;2,10598300729113;-3,08575555472182;0,718071138116075;14;13;19;19;19
"18660";"s18660";"Caucasiano (Europeu)";20;"Não";"Masculino";"Direita";1;"DE";1;2;4;3;2;1;2;2;2;3;2;3;3;2;2;2;2;2;2;2;3;4;3;2;4;2;2;2;4;3;3;2;4;2;3;2;4;2;5;4;3;2;3;3;4;3;3;4;3;3;3;2,4;2,9;3,9;3,3;1,63394755572301;-2,91853105817622;1,92302149939287;18;14;15;20;15
"7146";"s7146";"Caucasiano (Europeu)";60;"Sim";"Feminino";"Direita";1;"US";3;3;3;4;3;3;1;4;2;4;5;1;5;1;3;5;3;4;4;5;5;4;1;4;2;4;4;4;3;4;3;3;5;4;1;3;5;2;4;5;5;4;4;2;3;4;4;5;4;5;2,4;4,4;3,9;3,5;3,8;2,31960405557282;-2,74479742152574;1,74571609082228;12;23;22;19;18
"191";"s191";"Raça Mista";20;"Não";"Feminino";"Direita";1;"IN";5;1;5;3;1;5;1;1;5;5;5;1;1;5;5;1;2;1;1;1;1;5;1;5;5;5;1;5;5;5;1;1;5;5;1;5;1;5;4;5;1;1;5;2;3;5;4;1;1;4;3,2;2,3;4,2;2,5;2,9;2,57987372000102;-3,07975356383495;2,06586696934523;17;13;21;17;15
"2785";"s2785";"Caucasiano (Europeu)";16;"Não";"Masculino";"Direita";1;"PT";4;1;3;5;5;4;3;2;4;4;3;3;5;5;2;3;1;1;3;4;1;5;5;4;2;4;1;4;4;4;3;1;5;5;4;4;4;1;5;4;2;1;5;4;3;3;1;3;4;2;3,3;2,6;3,6;3,8;3;1,62388893597802;-1,55958547046941;3,45430889536014;17;15;15;20;15
"753";"s753";"Caucasiano (Europeu)";27;"Não";"Feminino";"Direita";3;"(nu";3;2;5;2;3;2;4;1;4;4;2;4;4;2;3;2;3;2;2;1;4;4;1;5;2;4;1;4;4;3;4;1;4;3;4;1;2;1;3;4;5;1;5;2;4;1;4;3;4;4;3,8;2,5;4,2;3,9;4,3;2,24999488379075;-0,701449278630651;3,05918929489159;19;14;20;21;22
"12093";"s12093";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";2;"US";1;3;3;4;4;5;1;5;1;5;5;3;5;3;3;4;5;5;4;3;4;4;1;5;4;3;4;5;4;5;4;1;5;1;2;1;5;2;5;5;4;2;4;2;5;1;5;5;5;5;1,8;4;3,9;4,5;4,6;1,23055585116087;-4,13608240202722;0,942595253636523;7;17;23;24;23
"9491";"s9491";"Caucasiano (Europeu)";21;"Sim";"Feminino";"Direita";2;"GB";4;1;5;1;5;1;5;2;5;4;3;3;4;2;3;4;4;2;3;2;5;5;4;4;1;4;1;5;4;5;4;4;4;3;2;2;4;2;4;4;4;1;3;1;5;2;5;4;4;4;4,5;3,2;4,4;3,5;4,3;2,22081038904719;0,308317141613462;2,56040120893314;21;16;22;17;21
"6803";"s6803";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";15;"Não";"Feminino";"Direita";2;"MY";3;3;5;3;4;2;3;5;1;3;5;4;4;1;2;5;4;4;2;5;3;5;1;5;1;5;1;5;5;4;2;5;5;3;2;4;2;4;2;4;2;3;3;1;3;2;5;2;5;3;3;3,8;4,7;2,5;3,5;1,29644816009345;-1,05477545598111;2,36393964132848;12;18;22;15;22
"6329";"s6329";"Caucasiano (Europeu)";19;"Sim";"Feminino";"Direita";5;"US";2;2;4;3;4;2;1;3;1;5;3;3;4;2;1;4;2;2;3;3;4;5;2;3;4;1;1;5;2;3;4;1;4;1;5;1;5;1;5;3;4;3;3;3;3;3;4;4;3;4;2,7;2,9;3,4;4,6;3,4;1,24946885313925;-2,0389556550381;3,03083788332164;13;15;21;22;16
"6410";"s6410";"Caucasiano (Europeu)";26;"Sim";"Masculino";"Esquerda";2;"US";3;3;2;2;3;2;3;2;4;3;2;4;2;4;2;1;2;1;2;1;5;4;2;4;2;3;2;4;4;3;4;4;4;2;3;4;3;2;4;4;4;2;4;2;3;2;4;4;4;3;3,3;1,7;3,9;3,4;3,8;1,99477644418994;1,32826845849852;2,35503742491641;18;9;20;18;20
"15289";"s15289";"Caucasiano (Europeu)";21;"Não";"Feminino";"Direita";1;"RO";1;5;1;4;1;5;2;5;1;5;2;3;5;4;3;4;1;1;4;1;2;1;3;3;3;1;5;3;1;1;2;1;4;1;2;1;4;4;1;3;4;5;5;5;1;1;4;1;4;3;1,2;2,6;1,9;3,3;2,9;3,04523155286322;-2,53150940059181;1,18168835228895;5;14;10;19;19
"4817";"s4817";"Outro";45;"Sim";"Feminino";"Direita";5;"US";1;1;5;3;5;1;2;5;3;4;4;1;5;3;4;4;3;3;4;3;5;1;1;5;1;5;1;5;5;5;5;1;5;1;5;1;5;3;5;5;3;1;4;3;5;5;5;2;5;5;3,2;3,8;4,6;4,8;3,8;2,28988483698456;-2,76348811376093;2,47794612238924;16;20;21;23;18
"4272";"s4272";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";20;"Sim";"Masculino";"Direita";1;"CA";1;5;1;5;2;4;2;5;1;5;5;2;5;2;2;1;3;3;1;4;3;1;1;2;2;4;4;4;2;3;5;2;5;2;3;2;5;3;5;4;2;1;3;1;4;2;4;3;4;3;1,3;3,2;3;4,2;3,7;2,89559691043285;-0,72871530391338;0,959667345683867;6;19;16;20;20
"7924";"s7924";"Caucasiano (Indiano)";16;"Sim";"Feminino";"Esquerda";1;"AE";2;4;2;4;3;3;2;5;2;4;2;4;4;2;4;4;4;4;4;3;4;5;2;5;2;3;2;4;4;4;3;4;4;4;2;4;4;3;3;3;3;3;4;3;4;2;5;3;5;4;2,1;3,5;4,1;2,8;3,8;1,50531238168638;-0,961337610337724;2,4563282387565;10;17;21;14;21
"5837";"s5837";"Caucasiano (Europeu)";34;"Não";"Feminino";"Direita";1;"DK";1;4;2;4;2;1;1;4;1;5;3;4;5;2;1;3;4;4;4;3;1;4;3;5;2;4;4;2;4;3;5;4;4;1;4;1;1;3;1;5;2;1;5;1;5;1;5;2;5;5;1,9;3,3;3,2;3,5;4,4;1,45977901991736;0,234682395821942;2,83808299887499;11;15;13;19;25
"10736";"s10736";"Caucasiano (Médio Leste)";18;"Sim";"Feminino";"Direita";2;"US";3;3;3;3;3;3;3;3;3;5;4;4;4;3;4;3;5;5;5;2;5;5;2;4;2;5;2;4;5;5;5;4;4;4;5;2;5;2;5;5;4;2;5;1;5;1;5;5;5;5;2,8;3,7;4,5;4,1;4,8;2,73712820521189;-4,24224396398356;3,90639834132785;13;15;23;17;25
"18329";"s18329";"Raça Mista";19;"Sim";"Masculino";"Direita";5;"US";3;4;5;2;4;3;3;5;3;3;2;4;2;4;1;1;1;1;1;1;2;4;1;4;1;3;2;4;4;3;3;1;4;3;1;2;3;3;4;3;3;2;3;1;3;3;3;3;3;3;3,1;1,4;3,8;3,3;3,3;0,610294009224406;-0,370547816946447;1,44968780780715;12;8;18;18;17
"5205";"s5205";"Oeste da África, Bosquímanos, Etíope";29;"Sim";"Feminino";"Ambas";1;"US";2;3;3;3;3;2;3;5;1;3;4;3;4;2;3;2;4;3;2;3;4;4;2;4;2;4;2;4;3;4;2;4;4;4;1;3;3;1;2;3;5;3;5;3;3;1;4;5;4;3;2,6;3,2;3,9;2,7;4;2,20523259277864;-1,75776513355414;3,01054754676546;12;17;20;16;21
"12538";"s12538";"Raça Mista";14;"Sim";"Feminino";"Direita";2;"US";2;5;3;4;3;5;1;5;1;4;5;4;5;1;3;5;5;5;3;2;5;3;1;5;2;5;3;4;4;3;4;2;5;2;5;2;3;3;4;4;5;2;5;3;4;1;5;5;4;3;1,7;4;4,1;4;4,3;1,78952222779255;-4,64662250555639;2,19072937685227;6;17;20;20;22
"13542";"s13542";"Caucasiano (Europeu)";15;"Sim";"Masculino";"Direita";1;"GB";2;3;4;3;2;3;3;3;5;4;3;4;4;2;5;3;3;3;4;2;4;4;3;4;2;5;1;3;4;3;2;3;5;3;1;4;4;3;4;4;3;2;4;2;4;1;4;3;4;4;3;3,3;3,9;3,1;3,9;1,53503414798304;-0,616939011699824;1,76675473642619;16;17;17;18;21
"2329";"s2329";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";26;"Não";"Feminino";"Direita";5;"PH";1;2;2;5;4;4;1;5;1;4;5;1;5;2;5;5;4;5;5;5;3;2;4;4;2;2;4;4;4;1;5;1;5;1;4;1;5;1;4;5;5;1;4;1;4;2;5;5;5;4;1,9;4,8;2,8;4,8;4,6;2,45003342082896;-4,15569633819339;1,64583989162441;10;24;12;25;23
"10930";"s10930";"Caucasiano (Europeu)";64;"Sim";"Masculino";"Esquerda";1;"US";1;4;3;5;3;2;1;4;1;4;4;2;5;1;4;4;3;4;2;5;5;4;1;3;1;5;2;2;3;4;1;2;5;3;2;5;5;3;2;5;4;1;4;2;3;1;3;2;5;5;2;4;4;3,1;4;2,21806905087363;0,131300670542179;3,69482655771294;11;23;20;20;21
"8946";"s8946";"Caucasiano (Europeu)";44;"Sim";"Feminino";"Direita";2;"US";3;2;2;2;2;4;4;2;2;3;5;3;5;3;1;5;4;2;2;3;4;5;3;5;2;5;2;1;5;4;2;5;4;2;1;5;3;5;1;4;5;4;5;2;3;1;4;5;4;3;3;3,3;4;2,2;4;2,91090021648847;-1,94683523832091;1,34870157379756;15;15;17;14;22
"14744";"s14744";"Outro";17;"Não";"Feminino";"Direita";1;"IT";2;3;3;3;2;3;2;4;4;1;3;2;3;3;2;2;4;3;2;3;4;3;2;4;4;4;2;3;4;3;3;3;5;2;3;2;4;2;3;4;3;1;5;4;3;1;3;2;4;4;2,9;2,9;3,5;3,7;3,6;2,06678381084949;-0,702474531426388;2,76569240713721;17;15;17;20;19
"16853";"s16853";"Caucasiano (Europeu)";17;"Não";"Masculino";"Direita";1;"IT";3;3;3;2;3;1;2;2;2;5;2;3;5;4;3;3;4;3;2;2;1;2;2;3;2;5;3;4;4;4;3;1;5;2;3;1;4;3;1;3;4;2;4;1;4;1;4;3;4;5;3;2,9;3,4;3,6;4,2;3,54939268398343;-0,194895026898899;2,19803493443664;15;15;15;20;22
"6105";"s6105";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";16;"Sim";"Masculino";"Direita";2;"US";2;4;5;3;2;2;2;3;5;4;3;5;2;4;1;4;2;2;4;2;5;4;3;4;2;1;2;2;4;2;4;4;4;2;1;4;3;2;2;4;5;4;3;3;4;3;4;3;4;4;3;2,3;3,3;3;3,5;3,70128994553249;-1,37939146626013;1,55286982814835;16;8;16;18;17
"1664";"s1664";"Caucasiano (Europeu)";33;"Não";"Masculino";"Direita";1;"US";4;4;3;5;5;3;3;4;2;5;4;5;4;5;2;3;1;1;2;1;2;5;3;4;1;4;2;5;4;5;3;5;5;1;3;1;5;1;4;5;5;1;5;1;5;1;4;4;5;5;2,6;2;4,1;4,1;4,8;1,68782764465458;-1,1889240172574;1,77973653143282;10;9;20;21;24
"3385";"s3385";"Raça Mista";13;"Sim";"Feminino";"Direita";1;"MY";3;2;3;1;5;1;3;3;4;3;1;5;1;5;1;1;1;1;1;1;2;5;1;5;2;2;1;3;5;5;4;1;5;1;5;3;3;3;2;5;5;1;5;1;5;1;3;5;5;5;3,8;1;4,1;4;4,8;2,02475227857618;-2,34693445749723;2,94795629861971;19;5;20;23;23
"11933";"s11933";"Caucasiano (Médio Leste)";15;"Sim";"Feminino";"Direita";1;"US";4;1;4;1;4;1;5;3;2;3;5;3;5;2;4;4;4;4;4;4;1;4;1;5;1;4;1;5;4;4;3;3;3;2;3;3;3;3;3;4;2;3;4;3;3;2;4;2;2;4;4;4,1;4,2;3,2;3,1;0,49550394278575;-2,08622591357815;3,13297658210844;18;20;19;17;17
"10373";"s10373";"Nordeste Asiático (Mongol, Tibetano, Japonês Coreano, etc)";15;"Não";"Outro";"Esquerda";2;"US";3;3;5;1;5;1;5;3;5;4;1;5;1;1;1;1;1;1;1;1;2;3;3;4;2;4;1;5;5;5;3;1;4;1;3;1;5;1;3;1;5;3;5;3;5;1;5;1;1;5;4,1;1,4;4;3,9;3,8;2,62624424809248;1,6264321427627;3,21896356890151;18;9;18;20;19
"14336";"s14336";"Caucasiano (Europeu)";25;"Sim";"Feminino";"Direita";1;"US";2;4;5;4;2;2;1;1;5;4;2;5;2;4;1;1;1;1;1;2;5;2;1;5;1;5;4;5;5;1;4;2;5;1;3;2;3;3;3;4;1;1;5;1;5;1;5;1;5;5;3;1,4;4;3,8;4,2;2,73863084081776;2,00436104807711;2,23245319909175;18;8;18;21;25
"1459";"s1459";"Outro";24;"Não";"Feminino";"Direita";1;"IN";2;2;2;4;4;4;2;2;2;5;3;3;3;3;3;3;3;2;4;4;1;5;1;4;3;3;4;3;5;4;2;1;5;1;2;2;2;3;3;4;2;4;5;4;4;1;4;2;4;4;2,5;3,1;3,5;3,5;3,4;1,84087043938842;-0,670658718830156;1,83082293350707;13;16;18;22;20
"14367";"s14367";"Caucasiano (Europeu)";58;"Não";"Masculino";"Esquerda";1;"MT";3;5;4;3;4;2;3;5;1;1;2;1;5;2;2;2;2;2;2;3;5;3;1;5;1;5;1;3;5;4;3;1;5;1;4;1;5;2;3;4;2;3;5;5;5;1;5;1;5;5;2,9;2,9;4,5;4,3;3,7;2,13541230154689;-1,54503138492658;1,09270681879342;12;19;20;23;21
"11310";"s11310";"Caucasiano (Europeu)";19;"Sim";"Masculino";"Direita";1;"GB";3;3;4;2;4;2;3;4;4;4;4;4;4;4;3;1;2;2;4;2;4;3;2;3;2;2;2;4;3;3;4;4;5;2;3;2;4;2;4;4;4;2;4;2;4;2;4;3;4;4;3,3;2,6;3,4;3,8;3,9;1,29326858554883;-0,830180723985534;1,76286134189542;15;13;18;19;20
"15795";"s15795";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";19;"Sim";"Feminino";"Direita";1;"ID";1;5;2;5;2;5;1;5;1;5;2;4;3;4;2;2;3;3;3;4;2;4;2;4;3;4;4;4;2;4;4;4;4;4;3;2;4;3;3;4;4;2;5;4;4;1;5;2;5;5;1,2;2,6;3,3;3,3;4,1;2,76237316655572;-2,3337675820576;1,5639641092591;5;13;18;15;22
"5818";"s5818";"Caucasiano (Europeu)";21;"Não";"Masculino";"Esquerda";1;"SI";1;4;2;4;3;2;2;5;2;5;3;2;5;5;5;3;4;4;4;2;5;2;1;4;2;5;3;4;5;2;4;1;5;3;2;2;4;2;3;5;4;1;5;1;4;1;5;3;5;5;2;3,5;3,9;3,9;4,6;1,5217511201378;-1,43135582360116;3,17287351065339;10;17;18;22;25
"19563";"s19563";"Raça Mista";21;"Sim";"Feminino";"Direita";1;"GB";3;2;3;3;4;3;3;3;3;3;3;3;4;2;3;4;4;4;3;4;4;5;2;4;2;4;2;3;4;3;1;2;3;5;1;3;2;4;2;3;5;2;5;1;4;1;4;4;5;4;3,2;3,6;3,9;2,2;4,5;0,811337363069525;-1,99951091643393;1,40479261147368;16;18;19;13;24
"15046";"s15046";"Caucasiano (Europeu)";32;"Sim";"Masculino";"Direita";1;"CA";2;3;3;4;2;3;1;4;2;5;4;4;4;2;3;4;4;4;4;4;4;2;2;4;2;4;3;4;4;3;4;4;5;2;2;4;3;4;2;5;5;1;4;1;5;2;5;4;4;4;2,1;3,7;3,6;3,1;4,5;1,83911640738046;-4,0767147062734;2,81671246847042;11;17;17;18;22
"5375";"s5375";"Caucasiano (Europeu)";28;"Não";"Masculino";"Direita";5;"DE";2;5;3;5;2;3;4;5;2;4;4;3;5;2;3;4;4;4;3;3;4;4;1;4;2;4;2;3;4;2;3;2;5;3;3;1;2;3;2;3;5;1;3;1;3;2;4;4;4;3;2,1;3,7;3,8;3,3;4;2,21562051480686;-2,14901279973094;1,14565941110393;9;18;18;18;20
"2110";"s2110";"Caucasiano (Indiano)";19;"Não";"Masculino";"Direita";1;"IN";1;4;2;3;3;4;2;2;4;4;2;4;2;3;2;3;4;4;2;2;2;2;2;1;5;3;4;1;1;3;3;2;3;3;3;2;3;3;3;3;4;1;2;2;4;2;5;4;3;4;2,5;2,6;2;3,2;3,9;1,19711756885133;-0,525267682857268;2,16930557693111;14;11;12;16;18
"876";"s876";"Outro";23;"Sim";"Feminino";"Direita";5;"(nu";4;3;4;3;3;3;2;4;2;3;3;3;4;2;2;3;3;2;3;2;1;4;2;4;2;4;2;4;4;4;4;2;4;1;4;2;4;2;4;4;3;3;4;2;3;2;4;2;3;3;2,9;2,9;3,7;4,1;3,3;3,26237671456198;-1,5782821564988;3,23824409215312;13;15;17;21;19
"10121";"s10121";"Caucasiano (Europeu)";36;"Sim";"Masculino";"Direita";1;"RO";3;2;4;2;4;2;3;4;4;3;4;3;4;2;3;3;2;2;3;2;5;5;2;5;1;2;1;4;5;5;4;5;4;1;4;2;4;1;4;5;4;1;4;1;4;1;5;4;4;5;3,5;3;4,5;4;4,5;1,64531060080805;-3,63539037179941;1,43760537032753;17;16;23;20;23
"2893";"s2893";"Caucasiano (Médio Leste)";54;"Sim";"Feminino";"Direita";1;"US";1;3;2;2;5;2;5;4;5;1;4;1;4;1;4;4;4;4;4;5;5;5;2;5;1;5;1;5;5;4;1;1;4;3;2;1;4;1;3;3;1;1;5;1;4;1;2;4;5;4;3,6;4,3;4,8;3,5;4;0,25314507859123;-2,67743471418328;2,18657424310261;19;23;23;20;22
"16552";"s16552";"Caucasiano (Europeu)";25;"Sim";"Masculino";"Direita";1;"US";4;1;5;2;4;1;3;2;4;3;2;5;4;4;1;1;1;1;1;1;5;5;5;4;2;5;2;3;4;5;3;3;4;3;1;4;4;1;4;4;4;2;5;2;4;1;4;4;4;5;4,1;1,5;4;3,3;4,3;1,7750780160348;-0,657676615680653;2,45285564598861;21;9;19;19;22
"10985";"s10985";"Caucasiano (Europeu)";27;"Não";"Feminino";"Direita";2;"ZA";1;4;2;4;2;4;1;3;2;5;1;4;2;4;2;2;1;2;2;1;5;4;1;4;2;4;1;4;4;4;3;1;4;1;4;2;4;1;4;4;5;2;5;2;4;1;4;4;5;5;1,8;1,7;4,3;4,2;4,5;1,96945656386595;0,18837759882702;1,80381803597476;10;9;22;23;23
"17987";"s17987";"Caucasiano (Europeu)";71;"Sim";"Masculino";"Direita";1;"GB";1;3;3;3;3;1;2;4;3;4;1;4;3;2;1;2;3;2;2;1;5;4;1;4;2;4;2;4;3;4;4;4;5;1;4;3;4;1;3;3;3;2;4;2;4;2;4;2;4;4;2,7;2,1;4,1;3,8;3,7;2,23661764703994;0,0999997802699104;2,17359711109397;15;11;22;20;20
"15730";"s15730";"Caucasiano (Europeu)";19;"Sim";"Masculino";"Esquerda";1;"US";1;4;2;4;3;4;1;5;2;5;3;4;3;3;4;2;3;1;2;2;4;4;2;5;2;4;2;4;5;4;3;3;5;4;1;4;4;3;3;4;4;2;5;1;4;1;2;4;5;4;1,7;2,5;4,2;3;4,2;2,72866028736905;-1,81056195321726;3,04849366491992;8;14;20;17;22
"18544";"s18544";"Raça Mista";17;"Sim";"Masculino";"Direita";1;"AU";1;3;4;3;4;2;4;5;1;4;4;4;5;4;4;4;3;3;4;4;5;4;1;5;2;4;1;5;5;4;4;4;5;3;4;3;4;2;4;4;4;1;5;1;5;1;5;5;5;5;2,7;3,5;4,6;3,7;4,9;2,56409842035312;-2,51760022357792;3,31199369882901;11;17;23;18;25
"989";"s989";"Caucasiano (Indiano)";45;"Sim";"Masculino";"Direita";2;"(nu";4;2;5;1;4;2;4;1;5;2;2;4;2;2;4;3;2;2;3;2;3;4;3;4;2;3;2;4;5;4;4;4;2;2;3;2;3;2;3;3;4;1;5;1;5;1;5;3;2;4;4,4;2,6;3,8;3,2;4,3;1,13916378240639;-2,43568847047853;2,38817688685519;22;14;18;15;22
"19663";"s19663";"Caucasiano (Europeu)";66;"Sim";"Feminino";"Direita";1;"US";3;4;4;2;4;1;3;3;3;4;2;4;1;4;2;2;2;2;2;2;2;4;1;2;2;3;2;4;4;4;5;3;5;2;3;1;4;2;4;5;4;2;3;1;4;2;4;3;4;4;3,3;1,9;3,6;4,2;3,9;2,71688965211051;0,698667219399951;2,70990380993094;15;9;19;21;20
"14133";"s14133";"Caucasiano (Europeu)";38;"Sim";"Masculino";"Direita";1;"ZA";4;2;5;2;4;2;4;3;4;3;4;2;4;4;1;4;4;4;4;2;3;3;4;3;3;3;3;2;1;4;5;1;4;2;5;1;4;2;3;5;4;1;5;1;5;1;5;2;5;5;3,9;3,3;2,7;4,4;4,6;2,64898951947478;-0,856639422350147;1,75142981761622;18;13;14;22;25
"11638";"s11638";"Outro";68;"Sim";"Feminino";"Direita";2;"US";1;4;2;4;2;4;1;4;1;4;3;4;3;4;2;2;2;2;2;2;5;4;3;4;2;4;1;4;5;4;3;4;2;2;2;3;3;2;3;4;4;1;4;1;4;2;4;4;4;4;1,7;2,2;4,2;3;4,2;2,42815705533838;-1,68819127838546;2,52133968654966;9;11;20;16;21
"6481";"s6481";"Caucasiano (Europeu)";16;"Não";"Masculino";"Direita";5;"DK";2;5;2;5;1;5;2;5;3;5;1;4;2;2;5;4;1;2;2;4;4;4;4;4;5;5;2;4;3;4;1;5;2;5;1;5;2;4;1;3;5;2;5;2;5;1;5;5;4;4;1,5;2,7;3,5;1,5;4,6;3,0758464953695;-1,2834927737321;2,27628491757663;7;17;18;9;23
"4853";"s4853";"Caucasiano (Indiano)";20;"Não";"Feminino";"Ambas";1;"IN";3;1;5;1;5;1;5;4;5;1;5;3;5;2;4;5;5;5;5;2;1;5;1;5;1;5;1;5;5;5;3;5;5;4;2;5;5;1;2;3;4;1;5;1;5;1;3;4;2;5;4,5;4,3;4,6;2,9;4,3;0,768453351658152;-4,74843331800238;3,778711300885;22;18;21;16;20
"6485";"s6485";"Raça Mista";15;"Sim";"Masculino";"Direita";5;"US";3;4;5;3;3;3;3;3;5;5;1;5;5;5;3;1;1;1;4;1;1;2;5;2;5;3;5;1;2;3;4;1;3;2;1;2;3;3;2;3;5;1;5;2;4;1;5;5;5;5;3,1;1,9;1,7;3,2;4,8;2,24492139462443;-2,08462430461565;1,24015636087149;14;11;8;18;24
"19326";"s19326";"Caucasiano (Europeu)";41;"Sim";"Feminino";"Direita";1;"US";2;4;2;4;3;2;2;4;2;5;3;2;4;4;3;4;2;1;2;2;4;4;1;4;2;4;2;4;4;3;4;1;4;1;3;1;4;1;4;5;5;1;4;1;5;2;5;5;5;5;2,2;2,7;4;4,4;4,8;2,43439879237784;-1,82117917595122;2,50853652250069;11;15;20;24;23
"2002";"s2002";"Caucasiano (Europeu)";58;"Sim";"Feminino";"Direita";1;"US";3;2;5;2;5;1;5;3;3;2;1;5;2;5;1;1;1;1;1;1;4;4;1;4;2;5;1;5;4;4;4;1;4;1;5;1;5;1;4;4;4;1;4;1;4;1;4;4;5;4;4,1;1,1;4,4;4,6;4,4;2,39381746261068;-1,4342320656393;0,511550454692067;19;6;22;23;23
"2019";"s2019";"Caucasiano (Europeu)";47;"Sim";"Masculino";"Direita";1;"US";2;4;2;4;3;4;1;5;2;4;4;3;5;3;1;4;3;2;4;2;3;2;4;3;4;2;4;2;2;3;4;2;5;1;5;1;5;1;4;5;4;3;5;3;4;1;4;4;4;4;1,9;3,1;2,3;4,7;4;2,42493458675274;0,80702789363955;-0,124808725810422;9;14;12;24;21
"7113";"s7113";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";19;"Sim";"Feminino";"Direita";2;"MY";2;1;4;4;5;1;2;1;2;1;3;3;4;2;4;4;4;3;2;2;5;4;4;5;1;5;2;5;5;4;4;1;5;4;5;5;5;4;4;2;2;2;5;2;3;2;5;2;4;2;3,7;3,3;4,4;3,5;3,5;2,0989710056886;-1,01554708843508;2,71062574314783;22;17;20;16;22
"8119";"s8119";"Caucasiano (Europeu)";16;"Sim";"Feminino";"Direita";1;"US";3;2;3;3;4;2;4;3;3;2;4;3;4;3;4;3;3;4;2;2;4;4;2;4;1;3;2;3;5;5;3;3;3;3;3;5;3;4;5;3;2;4;2;3;3;4;2;4;3;3;3,5;3,2;4,1;2,9;2,6;0,546792871517971;-3,7197223564995;1,27679828772096;18;16;20;14;12
"2373";"s2373";"Caucasiano (Europeu)";20;"Sim";"Feminino";"Esquerda";1;"US";2;2;4;3;4;2;5;4;3;3;3;3;5;3;3;4;4;3;3;2;5;5;2;5;1;5;1;5;5;5;4;1;4;2;3;1;5;1;5;4;4;2;5;1;4;1;5;3;5;4;3,4;3,3;4,9;4,4;4,4;0,625631780252063;-1,39529535413144;3,49675603560516;16;16;24;22;25
"6761";"s6761";"Raça Mista";22;"Sim";"Feminino";"Direita";5;"US";3;3;2;3;3;1;3;4;1;5;1;1;3;1;1;3;3;3;3;4;5;3;3;1;1;4;1;5;1;5;3;3;5;3;3;4;3;1;3;3;3;1;5;1;3;1;3;4;3;5;2,6;3,1;3,7;3,3;4,1;3,58895677259767;-0,25634349425641;2,48175336979206;12;18;21;19;21
"8549";"s8549";"Caucasiano (Europeu)";31;"Não";"Feminino";"Direita";1;"DE";2;2;3;4;2;3;1;3;2;4;4;3;4;2;4;3;5;5;3;4;4;3;2;4;2;4;4;4;4;4;3;4;2;4;2;4;2;3;4;3;4;2;5;2;3;1;4;3;4;4;2,4;3,9;3,7;2,5;4;2,19588853955376;-1,99395484724489;0,65217520278603;14;19;19;12;22
"18944";"s18944";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";21;"Não";"Feminino";"Direita";1;"US";2;3;3;2;3;2;2;4;4;3;3;4;3;5;2;1;1;1;2;1;5;4;1;3;3;4;2;4;4;3;4;2;4;3;4;1;5;3;4;3;4;3;4;1;3;1;4;3;4;4;3;1,7;3,9;3,9;3,9;2,37126971152847;-1,0380804636941;3,6288140408892;16;9;21;17;22
