"";"id";"raça";"idade";"ing_nat";"gênero";"mão_dom";"fonte";"país";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"N1";"N2";"N3";"N4";"N5";"N6";"N7";"N8";"N9";"N10";"A1";"A2";"A3";"A4";"A5";"A6";"A7";"A8";"A9";"A10";"C1";"C2";"C3";"C4";"C5";"C6";"C7";"C8";"C9";"C10";"O1";"O2";"O3";"O4";"O5";"O6";"O7";"O8";"O9";"O10";"extr";"neur";"amab";"cons";"aber";"fluid";"wellb";"empa";"E";"N";"A";"C";"O"
"10730";"s10730";"Caucasiano (Europeu)";15;"Sim";"Feminino";"Direita";1;"US";4;3;3;3;3;3;3;4;3;4;4;3;4;2;4;5;5;5;5;4;2;4;3;3;4;3;3;3;4;3;3;4;3;4;2;4;3;3;5;3;4;2;4;2;4;2;4;4;3;4;2,9;4,3;3;2,8;3,9;3,33064148413439;-1,09537599151106;2,19952534599609;13;19;15;13;19
"19205";"s19205";"Caucasiano (Indiano)";29;"Não";"Masculino";"Direita";1;"IN";3;4;3;3;3;3;2;5;4;4;4;4;3;3;3;3;4;3;4;4;2;4;1;4;3;5;3;4;4;4;4;3;5;2;3;3;5;3;4;4;4;3;4;3;4;5;3;2;4;4;2,6;3,3;3,8;3,8;3,2;1,57434034071905;-0,760351883448626;2,61561393254528;12;15;19;19;15
"16112";"s16112";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";2;"US";1;4;2;4;3;2;1;4;1;4;3;4;3;3;2;2;2;2;3;2;2;3;2;2;4;1;4;2;2;2;4;2;5;2;2;2;4;2;3;5;5;1;3;2;3;2;5;5;4;3;2;2,4;2,2;3,9;4,1;1,07905613652658;-0,868315799610687;1,1912021901988;11;12;13;22;20
"15721";"s15721";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";5;"US";4;1;4;2;5;2;4;2;4;1;3;3;4;3;3;2;3;3;2;3;4;1;2;4;2;4;2;4;4;4;4;2;3;3;3;3;4;3;4;4;2;2;3;3;3;3;3;2;4;3;4,3;2,9;3,7;3,5;3;0,678732471541108;-2,7369174057768;2,42633820235364;22;16;17;17;16
"15624";"s15624";"Caucasiano (Indiano)";38;"Não";"Masculino";"Direita";1;"IN";4;2;4;3;4;2;4;2;4;2;2;4;4;3;3;3;3;2;2;2;3;4;2;3;3;3;2;4;3;4;4;2;5;2;3;2;4;3;4;4;4;4;4;2;4;2;4;4;3;4;3,9;2,6;3,5;3,9;3,7;2,02785542763251;-0,619543382091208;3,5715003678722;20;14;19;20;19
"16041";"s16041";"Caucasiano (Europeu)";23;"Não";"Masculino";"Direita";2;"NL";3;2;4;1;4;2;3;3;4;2;1;3;4;4;4;2;1;1;3;2;5;4;2;5;2;4;2;4;4;4;3;4;2;4;2;5;3;4;3;3;4;2;4;2;4;2;4;4;4;5;3,8;2,3;4,2;2,3;4,1;2,70993190092373;-0,781796393376142;2,56967006422729;19;15;21;11;20
"4287";"s4287";"Outro";30;"Não";"Feminino";"Direita";1;"AE";3;3;2;3;3;4;2;4;2;4;4;3;4;4;4;3;4;5;3;4;2;2;3;4;4;4;4;4;3;3;3;4;5;3;3;4;4;3;2;3;3;3;4;3;3;4;4;4;3;3;2,4;3,6;2,9;3;3,2;0,866306186450324;0,255592473469087;0,754233889376493;11;17;14;16;16
"16172";"s16172";"Caucasiano (Indiano)";13;"Sim";"Feminino";"Direita";1;"US";2;3;2;3;3;1;3;2;5;5;3;3;5;1;3;5;3;2;3;3;5;5;3;3;1;4;1;2;3;3;1;3;3;5;1;5;3;4;1;3;3;1;3;1;3;1;4;3;5;5;3,1;3,5;3,8;1,9;4,1;1,86833738777049;-2,34017178933483;2,48502918649502;18;19;18;12;22
"13248";"s13248";"Outro";15;"Sim";"Feminino";"Ambas";1;"GB";3;1;5;1;5;1;5;3;5;1;5;2;5;1;4;2;5;5;3;3;5;5;2;5;1;3;1;5;5;5;3;3;5;3;1;4;5;3;3;3;5;1;5;1;5;1;5;5;3;5;4,6;4,1;4,7;3,1;4,8;4,77891652246537;-3,26281642370614;2,51987198930023;23;21;24;17;23
"6326";"s6326";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";1;"US";4;3;2;3;3;3;5;4;4;4;4;3;5;3;3;5;5;5;5;3;1;4;4;5;2;5;1;5;4;4;3;5;3;4;2;4;3;3;1;3;2;3;4;2;3;3;2;2;5;4;3,1;4,1;3,9;2,3;3,2;1,16127137949443;-3,39195488580618;2,41561937933433;14;17;16;12;18
"764";"s764";"Outro";57;"Não";"Feminino";"Direita";5;"(nu";2;3;3;3;3;3;2;3;4;5;3;3;3;3;3;2;2;3;3;3;4;3;3;3;5;4;3;3;4;5;4;2;2;2;4;3;5;2;4;4;4;3;5;3;5;2;5;4;5;5;2,7;2,8;3,3;3,8;4,3;2,20543371042243;-3,16237557658058;2,32003077937275;14;15;18;18;22
"17959";"s17959";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";17;"Não";"Feminino";"Direita";5;"PH";1;4;2;4;1;2;1;4;1;5;3;2;5;2;5;4;5;4;4;2;3;5;1;4;2;3;2;3;5;3;4;2;4;2;4;2;5;2;4;4;3;2;5;1;4;1;4;2;5;4;1,7;4;3,9;4,1;4,1;2,01986680720437;-2,76378267030983;3,0545425385437;10;20;19;20;24
"7444";"s7444";"Caucasiano (Indiano)";38;"Sim";"Feminino";"Direita";2;"IN";4;3;4;3;4;3;3;2;4;4;3;4;3;3;3;4;3;4;4;3;1;4;2;4;2;4;2;4;4;4;4;3;4;2;4;4;4;2;4;4;3;3;4;3;4;2;2;2;4;4;3,4;3,2;3,7;3,7;3,3;3,36995871550196;-4,24458624811906;2,6442727240154;16;14;17;19;17
"1759";"s1759";"Caucasiano (Europeu)";67;"Sim";"Feminino";"Direita";5;"AU";1;3;4;4;3;2;3;4;2;4;2;5;3;5;2;1;2;1;1;1;5;4;1;5;2;4;2;4;4;3;3;2;4;2;4;2;5;1;4;4;4;4;2;4;4;4;4;2;3;3;2,6;1,5;4,2;4,1;2,8;1,01441464837603;0,486967390639347;1,77437580859502;13;8;21;21;13
"8369";"s8369";"Caucasiano (Europeu)";22;"Sim";"Feminino";"Direita";2;"US";3;2;5;2;4;2;5;3;3;3;3;3;5;3;3;3;3;2;2;2;5;5;2;5;2;5;1;5;5;3;4;1;5;2;4;3;3;1;3;4;3;2;5;2;4;1;4;2;5;5;3,8;2,9;4,6;4;4,1;1,25593718102871;-2,05905806900434;2,17277896621952;17;16;22;23;23
"9386";"s9386";"Caucasiano (Europeu)";25;"Sim";"Masculino";"Esquerda";2;"US";3;2;4;2;5;1;3;2;5;2;1;4;3;3;1;1;1;2;1;2;5;4;2;3;2;2;1;2;2;5;5;2;4;3;2;2;4;2;4;4;5;1;4;1;4;2;5;5;4;5;4,1;1,7;3,6;3,8;4,6;1,95211533707276;0,0951958581818062;2,7764180832373;22;11;20;19;22
"18670";"s18670";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";23;"Não";"Feminino";"Direita";1;"ID";2;3;4;3;4;3;3;4;3;2;4;3;4;3;4;4;3;3;3;3;3;4;3;4;2;3;2;4;4;4;4;4;4;4;2;2;4;3;4;4;4;2;4;2;3;2;4;3;4;3;3,1;3,4;3,7;3,3;3,7;0,278043151996243;-3,72938964885094;2,30740423310775;15;17;18;15;20
"7791";"s7791";"Caucasiano (Europeu)";46;"Sim";"Feminino";"Direita";1;"US";5;1;4;1;5;1;5;2;5;1;4;1;5;2;4;5;3;3;4;3;5;4;2;4;2;3;2;4;5;4;4;4;4;3;1;2;4;1;1;4;4;3;5;3;3;2;4;4;5;4;4,8;4;4,1;3,2;3,9;1,88521247467205;-1,09923076840998;2,28282675588964;24;21;21;18;21
"8660";"s8660";"Outro";29;"Sim";"Feminino";"Direita";2;"VC";5;2;5;3;5;2;5;4;1;1;2;4;3;4;1;5;1;1;1;1;5;5;1;5;1;5;1;5;3;5;3;1;4;1;4;1;5;1;4;3;4;2;4;2;4;5;4;3;5;4;3,9;1,9;4,8;4,3;3,7;2,58204607821088;-0,651104682005603;2,16815808887751;16;9;25;22;18
"10452";"s10452";"Caucasiano (Europeu)";43;"Sim";"Masculino";"Direita";5;"JE";2;3;2;2;4;1;2;5;1;4;4;2;4;4;4;5;4;4;5;2;5;4;4;5;1;5;2;5;4;3;4;4;2;4;1;5;2;2;3;2;5;4;5;4;3;1;4;5;4;3;2,6;3,8;4,2;2,3;3,8;1,44236648552972;-2,5747712653953;1,3903836970625;12;16;19;12;20
"10395";"s10395";"Outro";38;"Sim";"Feminino";"Direita";5;"US";4;2;5;1;4;3;4;3;4;3;1;4;1;4;1;2;2;1;1;1;5;4;1;5;3;5;2;5;5;5;4;1;5;1;3;2;5;1;3;4;4;1;4;2;5;1;5;3;5;4;3,9;1,4;4,6;4,3;4,4;2,74088442988833;-0,724668229836513;3,80241302284214;17;7;24;24;23
"11055";"s11055";"Raça Mista";49;"Sim";"Feminino";"Direita";2;"US";3;4;4;2;3;2;3;4;1;4;3;3;2;3;2;2;2;2;3;2;5;3;1;5;1;4;3;4;5;4;4;1;4;1;5;1;5;1;5;4;4;2;3;2;3;2;4;1;4;4;2,8;2,4;4,3;4,7;3,5;1,60417149393915;-0,770318568974514;1,13630923344971;11;12;21;23;19
"14879";"s14879";"Caucasiano (Europeu)";30;"Não";"Masculino";"Direita";1;"BA";2;4;4;4;2;1;2;5;1;2;1;4;4;3;1;1;2;1;1;2;2;3;1;4;3;1;2;4;4;4;4;3;3;2;3;2;4;4;1;4;4;5;4;2;5;2;5;4;3;5;2,5;1,8;3,4;3,2;3,9;2,25745978495331;-2,2426877783588;1,2639780959511;13;12;18;16;20
"3498";"s3498";"Outro";26;"Sim";"Feminino";"Direita";1;"US";4;1;5;2;5;1;5;4;5;4;3;4;1;5;1;2;2;2;1;1;5;5;1;5;1;2;1;3;5;4;5;1;5;1;5;1;5;1;5;5;5;1;5;1;5;1;5;5;5;5;4,2;1,6;4,4;5;5;1,68303475218275;-0,764020164620608;1,86166016938719;19;6;22;25;25
"18140";"s18140";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";19;"Não";"Masculino";"Esquerda";1;"IN";1;5;5;5;2;4;1;2;5;5;2;2;3;2;5;5;4;4;5;3;2;3;3;5;2;4;1;3;5;3;3;4;4;3;1;3;2;4;2;4;3;2;4;1;4;1;4;2;4;4;2,3;3,9;3,7;2,6;3,9;1,23634368559074;-2,71394750892021;2,44292142282441;13;19;14;15;22
"18910";"s18910";"Caucasiano (Europeu)";14;"Sim";"Feminino";"Direita";1;"GB";3;3;4;5;4;3;3;4;3;5;4;4;5;2;2;4;4;3;4;4;5;3;3;4;1;4;2;5;5;3;3;1;5;3;3;2;5;3;2;4;5;3;4;3;3;1;3;4;5;4;2,7;3,6;4,1;3,7;3,9;0,770088840722155;-2,02068385196746;2,50768081561462;12;17;19;20;20
"2116";"s2116";"Caucasiano (Europeu)";35;"Sim";"Masculino";"Direita";1;"GB";3;3;5;2;5;2;5;3;4;1;3;4;3;2;2;2;2;2;2;2;5;5;2;5;2;5;2;4;3;4;5;1;3;3;3;1;4;1;3;5;4;1;4;2;4;1;4;4;4;4;4,1;2,4;4,3;4,1;4,2;1,33290538555926;-1,70164104209175;1,94611492267648;19;13;22;21;21
"7407";"s7407";"Caucasiano (Indiano)";39;"Não";"Masculino";"Direita";1;"A2";2;4;3;3;3;2;3;4;5;5;3;2;5;2;3;3;3;1;3;3;5;3;1;4;1;4;2;3;4;3;3;1;5;2;1;3;4;2;2;3;5;1;5;1;3;1;5;4;5;3;2,8;3,2;4;3,4;4,5;5,36304323710918;-1,50045766286127;2,03580750430156;14;19;19;21;25
"839";"s839";"Caucasiano (Europeu)";56;"Sim";"Masculino";"Direita";5;"(nu";1;5;3;5;3;5;2;5;1;5;5;3;5;2;5;5;5;5;5;3;5;3;2;5;1;5;1;5;5;3;5;1;5;1;5;1;5;1;5;5;5;1;5;1;5;1;5;5;5;5;1,5;4,5;4,5;5;5;3,69540738418579;-3,03532608661913;2,68553375761666;5;20;20;25;25
"14003";"s14003";NA;16;"Sim";"Feminino";"Direita";1;"US";2;2;4;3;4;2;4;3;3;3;4;3;3;2;3;3;3;2;1;2;5;4;1;4;2;3;2;4;4;4;3;3;3;3;2;3;3;3;3;3;3;1;4;1;3;2;4;3;5;3;3,4;2,8;4,1;2,9;3,9;0,847190326478194;-3,17814053502015;3,25367499767274;17;15;22;15;22
"12531";"s12531";"Caucasiano (Europeu)";21;"Sim";"Feminino";"Direita";1;"CA";2;4;2;4;2;4;2;4;2;4;5;2;5;2;3;4;4;3;4;4;2;4;2;3;3;4;2;4;4;3;5;2;4;2;3;2;3;3;2;3;3;3;4;3;3;3;4;4;5;4;2;4;3,5;3,5;3,6;2,32234906119201;-3,12834000661559;2,8066810536313;10;20;17;18;19
"7973";"s7973";"Caucasiano (Europeu)";43;"Sim";"Feminino";"Direita";2;"IE";4;1;5;2;5;2;5;1;5;2;3;3;4;2;3;3;1;1;3;2;5;5;1;4;1;4;1;4;3;4;4;4;4;2;2;3;4;1;2;3;4;2;3;1;3;2;4;4;4;3;4,6;2,7;4,4;3,3;3,8;2,81007691095997;-2,74592841977934;1,95523308211505;23;16;23;18;20
"9646";"s9646";"Caucasiano (Europeu)";28;"Não";"Masculino";"Esquerda";2;"IL";2;1;2;3;5;1;3;4;2;3;5;1;5;1;5;3;5;4;3;5;5;5;2;5;2;5;2;4;5;4;1;5;2;4;1;5;5;3;3;2;5;1;5;1;5;1;3;4;5;4;3,2;4,5;4,5;2,1;4,6;1,80368556327375;-0,526511735398802;3,632862083499;17;25;22;10;23
"3678";"s3678";"Caucasiano (Europeu)";17;"Sim";"Masculino";"Direita";5;"US";3;5;3;5;2;3;1;3;4;4;3;4;4;3;4;2;4;2;2;4;5;4;3;4;2;2;3;4;4;3;2;5;5;3;1;4;4;4;2;4;4;2;5;2;4;1;5;4;4;5;2,3;3;3,6;2,6;4,4;0,901804918583647;-2,2420477284064;2,53792013587837;13;17;19;15;23
"200";"s200";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";19;"Sim";"Masculino";"Direita";1;"US";1;5;2;5;2;4;1;5;1;5;2;4;2;4;2;2;2;1;2;1;3;4;1;4;3;3;3;4;4;4;3;4;3;2;2;5;3;2;3;3;4;3;5;1;5;1;3;4;5;5;1,3;1,8;3,7;2,8;4,4;1,15297409079779;-0,442132593088027;3,00531699595704;6;9;20;16;23
"13137";"s13137";"Caucasiano (Indiano)";37;"Não";"Masculino";"Direita";1;"IN";2;5;2;4;1;2;2;4;2;5;3;3;1;4;1;2;2;2;3;4;2;3;1;5;1;3;2;3;5;4;3;1;3;1;2;2;3;1;4;4;2;2;4;2;3;2;4;1;3;4;1,9;2,3;3,9;3,8;3,3;0,618230642969858;-1,81401293797246;2,62681835502043;10;11;17;22;19
"16634";"s16634";"Caucasiano (Europeu)";19;"Sim";"Feminino";"Direita";1;"CA";2;4;3;4;3;4;2;4;1;5;5;4;5;2;2;4;5;2;4;3;5;2;1;4;2;5;3;4;4;4;4;3;4;2;2;2;4;2;4;4;4;2;5;1;5;1;4;3;5;5;2;3,6;4;3,7;4,5;3,29464766505169;-2,28733502103921;3,06838334089117;8;16;20;19;24
"12714";"s12714";"Caucasiano (Europeu)";19;"Sim";"Feminino";"Direita";5;"US";3;3;4;3;4;3;2;5;3;4;5;2;5;1;3;4;2;3;3;5;5;4;1;5;1;5;1;5;5;4;3;2;3;2;2;2;2;3;3;2;3;5;4;2;3;2;2;1;3;3;2,8;3,9;4,8;3;2,8;2,31180115594193;-3,33864870559621;3,10793317153524;12;22;23;16;17
"5055";"s5055";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";15;"Não";"Feminino";"Direita";1;"AE";1;4;1;3;1;5;1;1;5;5;5;1;5;4;2;4;5;2;4;5;2;1;2;4;5;2;5;1;4;3;4;1;4;2;3;2;3;1;3;3;2;1;5;1;5;1;1;2;2;5;2,1;3,9;2,3;3,8;3,7;0,984063459956328;-4,31832978454439;2,75826232484644;14;19;11;21;18
"14786";"s14786";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Esquerda";1;"GB";4;3;2;2;1;1;5;3;3;3;5;1;5;1;5;5;5;5;5;5;2;4;4;2;4;4;2;2;2;3;2;5;1;4;1;4;5;4;2;4;5;1;5;1;5;1;5;5;5;5;3,3;5;2,7;2,2;5;1,86179123233841;-3,97345016835814;0,751987801648751;17;25;13;10;25
"7698";"s7698";"Caucasiano (Indiano)";19;"Não";"Feminino";"Direita";1;"IN";3;2;3;3;4;1;2;3;4;5;3;4;4;2;3;3;3;3;3;5;1;5;2;4;1;5;4;4;4;4;3;3;4;3;3;4;3;1;2;4;3;1;5;1;5;1;5;3;5;5;3,2;3,3;3,8;3,2;4,6;1,35772438305047;-1,54819456364401;2,88854364726513;17;18;18;19;25
"1260";"s1260";"Raça Mista";16;"Sim";"Feminino";"Direita";5;"US";3;1;5;1;5;1;5;1;3;2;4;4;3;3;3;4;5;4;3;2;5;5;1;5;1;5;1;5;5;3;3;2;2;1;4;3;5;1;2;3;3;1;5;1;4;1;4;4;4;4;4,5;3,3;4,8;3,6;4,3;2,15157276893513;-1,7059524198082;3,81463129525714;22;13;23;19;23
"13311";"s13311";"Caucasiano (Europeu)";25;"Não";"Masculino";"Direita";1;"RO";1;5;1;5;1;5;1;5;1;5;5;2;4;2;1;5;3;3;4;4;2;1;1;2;1;2;1;2;4;1;4;4;2;2;5;4;2;3;3;1;2;1;5;1;4;1;5;2;5;4;1;3,7;2,9;2,8;4,2;2,09685362974172;-3,18496671270741;2,5463733299216;5;17;11;12;25
"3165";"s3165";"Caucasiano (Europeu)";48;"Sim";"Masculino";"Direita";1;"GB";1;4;1;5;2;4;1;5;1;5;5;1;5;1;5;3;5;5;1;5;5;4;1;5;1;5;2;4;5;4;3;4;4;4;2;4;3;2;2;4;5;1;5;1;3;1;3;5;5;3;1,3;4,4;4,6;2,8;4,4;3,51901885209815;-0,847683977538196;3,03777989919303;7;25;22;16;23
"4066";"s4066";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";43;"Não";"Masculino";"Direita";1;"IN";4;3;5;3;3;2;3;3;4;3;2;5;3;5;2;1;2;1;2;1;5;5;1;3;2;4;2;4;3;5;5;1;5;1;4;1;5;1;5;4;5;3;4;4;5;1;5;2;4;5;3,5;1,6;4,2;4,8;4;1,37784927424922;-0,109728137606699;2,87939990797277;17;8;24;24;20
"5739";"s5739";"Outro";27;"Sim";"Masculino";"Esquerda";2;"BZ";3;4;5;3;3;2;3;2;2;5;4;3;5;2;3;1;3;3;2;3;4;5;2;4;2;5;2;5;1;5;4;1;3;1;5;1;5;1;5;1;4;3;4;5;4;1;4;3;5;4;3;3,1;4,1;4,3;3,7;1,21153897283191;-2,51061546819914;1,90311280060094;13;18;23;19;19
"9012";"s9012";"Caucasiano (Europeu)";17;"Não";"Masculino";"Direita";1;"DE";1;4;4;4;3;5;1;2;4;4;3;3;5;3;2;2;4;3;1;3;5;5;1;5;1;5;1;5;5;2;2;4;3;4;4;5;3;4;2;3;3;2;4;2;4;2;4;3;5;5;2,4;2,9;4,7;2,4;4;0,853843796594022;-3,04400181309056;1,6380769277596;13;16;22;12;21
"8195";"s8195";"Caucasiano (Europeu)";48;"Não";"Feminino";"Direita";3;"FI";4;1;5;1;5;1;4;1;5;2;4;3;3;2;2;4;4;2;3;2;4;4;3;5;1;4;1;5;5;4;4;4;2;4;3;5;3;3;4;4;5;1;4;1;5;1;5;5;5;5;4,7;3,1;4,4;2,8;4,9;1,82550261036315;-1,69908913639327;1,30559598228222;24;14;20;13;24
"12039";"s12039";"Caucasiano (Europeu)";40;"Não";"Masculino";"Direita";5;"EE";1;3;2;5;2;5;2;4;4;4;4;2;5;2;4;4;4;4;4;4;3;4;3;3;3;3;4;3;4;2;2;4;4;4;3;4;2;4;2;3;4;1;5;2;5;2;4;4;4;5;2;4,1;3;2,4;4,4;2,31961168848366;-3,02301771360487;2,55159280595934;12;21;15;13;21
"16192";"s16192";"Caucasiano (Europeu)";16;"Sim";"Masculino";"Esquerda";1;"US";1;4;2;4;2;4;1;4;1;4;2;5;2;4;1;2;2;2;4;2;2;2;4;1;3;2;4;2;2;3;3;4;3;3;1;5;3;4;3;3;4;2;4;2;3;2;4;4;2;4;1,7;2;2,1;2,4;3,7;1,80457936090613;-0,049895179109807;0,429329769014482;9;8;11;13;18
"16491";"s16491";"Caucasiano (Europeu)";19;"Sim";"Masculino";"Direita";5;"US";4;1;5;1;3;1;5;2;5;2;2;4;4;4;2;3;3;4;3;2;5;5;1;5;1;3;1;5;4;4;3;3;5;3;2;4;2;3;3;3;5;2;4;1;5;2;4;5;3;5;4,5;2,7;4,6;2,9;4,4;1,59590809439123;-2,3352606787541;2,59069228685876;23;12;24;17;20
"15133";"s15133";"Caucasiano (Europeu)";17;"Sim";"Masculino";"Ambas";1;"US";3;3;2;4;5;1;3;5;4;5;5;2;4;2;2;3;3;3;4;4;5;4;1;5;1;5;1;5;5;4;4;5;5;3;3;5;5;3;3;5;5;1;5;1;5;1;5;5;5;5;2,9;3,6;4,8;3,3;5;3,20772888720521;-2,27229791217426;2,5653243971896;14;18;23;17;25
"5949";"s5949";"Outro";22;"Sim";"Feminino";"Direita";1;"KE";1;5;2;2;2;5;1;5;1;5;3;2;5;1;4;1;4;3;3;4;4;3;1;1;3;5;4;3;4;3;3;1;4;1;4;1;5;3;3;4;2;3;4;2;3;3;3;2;4;3;1,5;3,6;3,3;4,1;3,1;1,87652224978516;-0,866747589843445;3,36667726231788;5;22;18;21;18
"1390";"s1390";"Caucasiano (Europeu)";66;"Sim";"Feminino";"Direita";1;"GB";2;3;3;3;4;2;3;4;2;4;3;3;3;2;3;4;3;2;3;2;4;4;2;4;1;3;2;3;4;3;4;2;4;2;2;2;4;2;3;4;5;2;3;1;5;2;3;4;4;3;2,8;3;3,8;3,7;4;1,75452982836076;-1,30827756488042;1,9682345736618;13;15;18;20;19
"8428";"s8428";"Raça Mista";14;"Sim";"Outro";"Direita";1;"US";2;1;1;4;3;2;1;4;2;5;2;4;2;3;3;2;4;3;4;3;1;3;3;2;4;3;3;2;1;3;3;5;4;5;1;3;3;4;4;4;5;1;5;1;4;1;3;4;4;5;2,3;2,8;2,3;2,6;4,5;1,80047047246021;-3,01448394785329;0,893551671006142;14;13;12;12;22
"6111";"s6111";"Caucasiano (Europeu)";63;"Sim";"Feminino";"Direita";1;"US";4;2;4;3;5;1;5;3;2;1;5;1;4;1;1;3;3;2;1;5;5;5;1;5;4;5;1;4;5;5;4;4;5;4;2;2;5;1;3;5;3;1;4;1;5;1;4;3;5;5;4;3,4;4,6;3,7;4,4;1,49318780104738;-3,58702905139157;3,61661941512661;19;20;24;19;23
"1544";"s1544";"Caucasiano (Europeu)";40;"Não";"Masculino";"Direita";1;"GB";4;2;3;2;4;1;4;2;5;2;2;2;2;4;2;3;2;2;2;2;3;3;3;3;3;2;3;3;2;3;3;3;4;3;4;5;2;3;3;4;5;1;5;1;5;1;5;3;4;5;4,1;2,3;2,8;3;4,7;3,39954666366797;-1,47971849933447;2,41879318010945;22;12;15;17;24
"2171";"s2171";"Outro";32;"Sim";"Feminino";"Direita";1;"US";5;4;5;1;4;4;5;5;5;3;3;1;3;1;1;3;2;1;3;1;3;1;2;3;5;1;3;3;1;3;4;3;5;1;5;1;5;3;4;5;5;1;5;1;5;1;5;5;1;5;3,7;2,7;2,3;4,4;4,6;0,886914989272021;-0,700969943436539;1,4609402021836;13;15;14;21;21
"413";"s413";"Raça Mista";30;"Não";"Feminino";"Direita";1;"US";1;5;1;5;1;4;1;5;1;5;4;3;5;3;4;4;2;2;4;4;5;1;3;3;4;4;5;4;2;1;3;1;4;2;3;2;4;2;4;2;3;4;4;2;4;4;3;3;5;4;1,1;3,5;2,6;3,7;3,4;-0,0193980096714286;-1,99120734307704;1,52519569050224;6;19;14;19;18
"16546";"s16546";"Caucasiano (Europeu)";19;"Sim";"Feminino";"Esquerda";1;"US";2;4;3;5;2;4;1;3;3;4;5;1;5;2;3;4;4;4;3;4;3;4;3;3;3;3;2;2;2;3;2;5;2;5;1;5;2;3;1;4;3;5;5;3;3;1;2;3;4;4;2,1;4,1;3;1,8;3,3;1,91965506559102;-2,64544791842441;2,69305803334814;12;21;15;11;19
"1846";"s1846";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";27;"Não";"Feminino";"Direita";1;"IN";4;3;5;1;5;3;3;4;5;3;3;3;3;3;3;4;3;3;2;5;5;4;1;5;3;5;3;5;5;1;3;5;3;2;4;4;5;1;5;4;4;1;5;1;5;1;5;2;5;5;3,8;3,2;4,1;3,6;4,6;1,58273856317011;-0,869031855166513;3,16549581461982;16;17;20;17;25
"12191";"s12191";"Caucasiano (Europeu)";22;"Sim";"Feminino";"Direita";2;"US";2;4;4;4;2;4;2;4;2;5;5;2;5;2;1;4;4;4;2;4;5;4;2;4;2;4;2;4;4;4;2;2;5;4;2;4;4;2;4;4;2;4;4;4;3;2;3;2;4;4;2,1;3,7;4,1;3,3;3;1,33005295546081;-3,01929405108276;2,32007265511414;9;18;21;19;17
"2223";"s2223";"Outro";36;"Sim";"Feminino";"Direita";2;"JM";3;3;4;3;4;1;4;4;3;3;1;3;5;3;1;2;1;1;2;1;5;3;1;5;1;5;1;4;5;3;4;1;5;1;5;2;5;1;3;1;5;1;5;1;5;1;5;3;4;5;3,4;2;4,5;4,2;4,7;1,46659823365464;-0,202753620825099;2,50107733836943;16;13;20;21;24
"11500";"s11500";"Caucasiano (Europeu)";15;"Sim";"Feminino";"Ambas";1;"US";1;3;4;2;5;1;3;4;4;3;5;2;5;2;2;3;2;1;3;2;5;5;2;5;1;5;1;5;5;5;5;2;5;1;5;1;4;1;5;5;5;1;5;1;5;1;5;4;4;5;3,4;3,1;4,9;4,8;4,8;2,89861289232092;-1,89141663879952;4,14617073898377;17;17;24;24;24
"15547";"s15547";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Esquerda";2;"CA";3;1;5;1;5;1;5;1;5;2;4;3;4;2;4;3;3;2;2;4;5;5;2;5;1;4;1;5;5;4;5;3;5;2;2;3;2;1;5;4;5;1;5;1;3;1;4;2;5;5;4,7;3,3;4,7;3,8;4,4;1,86747824230438;0,230491164349079;2,80835131968301;24;19;23;21;24
"12553";"s12553";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";22;"Não";"Feminino";"Direita";1;"MY";4;4;4;4;5;3;4;3;2;3;2;4;3;5;4;3;5;5;4;4;3;4;2;4;2;5;3;5;3;4;3;2;3;3;3;2;4;3;3;3;3;3;4;3;2;1;3;4;2;2;3,2;3,3;3,9;3,3;3,1;2,02752732036462;-4,05679100981579;3,38065400402443;13;14;20;16;17
"2359";"s2359";"Caucasiano (Europeu)";49;"Sim";"Masculino";"Direita";5;"US";3;2;3;2;4;2;3;4;4;2;1;4;4;4;1;2;1;1;2;1;3;3;1;2;4;3;3;2;2;4;4;4;4;2;3;2;4;1;3;3;4;2;4;4;4;2;4;3;4;4;3,5;1,7;2,9;3,6;3,7;1,35767371438768;-1,11037480656579;1,65085381185203;18;10;17;18;18
"9307";"s9307";"Caucasiano (Europeu)";49;"Sim";"Feminino";"Direita";1;"US";5;1;5;1;5;1;5;1;5;1;4;4;3;5;1;2;1;1;1;1;5;5;1;5;1;5;1;5;5;5;3;2;4;1;3;2;4;1;4;3;4;3;5;3;4;1;3;1;3;3;5;1,7;5;3,9;3,4;2,49790278270059;-0,554675890202071;2,01321763104397;25;8;25;21;19
