"";"id";"raça";"idade";"ing_nat";"gênero";"mão_dom";"fonte";"país";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"N1";"N2";"N3";"N4";"N5";"N6";"N7";"N8";"N9";"N10";"A1";"A2";"A3";"A4";"A5";"A6";"A7";"A8";"A9";"A10";"C1";"C2";"C3";"C4";"C5";"C6";"C7";"C8";"C9";"C10";"O1";"O2";"O3";"O4";"O5";"O6";"O7";"O8";"O9";"O10";"extr";"neur";"amab";"cons";"aber";"fluid";"wellb";"empa";"E";"N";"A";"C";"O"
"12999";"s12999";"Caucasiano (Europeu)";45;"Não";"Masculino";"Direita";1;"AO";4;2;4;3;4;4;4;2;4;3;3;2;1;3;1;1;2;1;1;1;5;5;5;5;5;4;5;4;5;5;4;2;5;5;3;4;4;4;4;4;5;5;5;5;3;5;5;4;4;4;3,4;1,6;4,8;3,9;4,5;2,9970023917356;-0,402173590747507;4,03827982686149;15;8;24;20;24
"16196";"s16196";"Raça Mista";35;"Sim";"Masculino";"Direita";2;"US";1;1;1;1;5;5;1;2;1;1;5;1;5;5;1;5;5;5;5;5;5;1;1;5;5;1;5;5;5;1;1;1;5;1;1;5;5;1;1;5;5;5;5;1;5;5;5;5;5;5;1,9;4,2;3,4;2,6;4,6;-0,00356290841584528;-1,69420102868833;1,8259150670316;10;17;13;13;21
"14599";"s14599";"Caucasiano (Europeu)";25;"Sim";"Masculino";"Direita";5;"GB";4;5;4;5;5;4;5;5;4;4;4;2;4;4;2;3;3;2;4;2;3;4;2;4;3;4;4;4;4;5;4;3;5;4;3;3;4;4;4;4;5;5;5;5;5;5;5;5;5;5;4,5;3;3,7;3,8;5;3,006470231135;0,232803661913872;2,62147761617196;22;14;18;20;25
"4249";"s4249";"Caucasiano (Europeu)";45;"Sim";"Masculino";"Direita";1;"US";5;3;1;1;5;5;4;3;1;3;1;1;1;1;1;1;1;3;1;1;1;1;3;1;1;1;1;1;1;5;5;5;5;3;1;3;3;3;1;5;5;5;5;5;5;5;5;5;5;5;3,1;1,2;1,6;3,4;5;1,8522509496552;1,16871442816223;1,60555612832733;15;5;11;21;25
"3217";"s3217";"Caucasiano (Europeu)";25;"Sim";"Masculino";"Direita";3;"GB";3;5;1;4;4;5;5;3;4;1;5;5;4;4;5;5;5;5;5;4;2;4;2;2;5;4;3;5;2;3;1;2;4;3;1;2;4;2;1;3;4;1;4;2;5;4;3;3;5;4;3,5;4,7;3,2;2,3;3,5;-0,163010616831407;-2,3950872885283;1,74678033866417;18;22;16;14;18
"19268";"s19268";"Caucasiano (Médio Leste)";17;"Sim";"Feminino";"Direita";1;"US";2;1;3;1;2;3;2;1;2;1;5;4;5;5;5;5;5;5;5;5;4;4;4;5;4;5;4;4;4;3;3;3;4;1;1;2;4;2;2;3;3;2;4;3;3;4;3;2;5;4;1,8;4,9;4,1;2,5;3,3;-0,112055058984646;-0,982962187130667;3,05273003430641;8;24;19;13;19
"11381";"s11381";"Caucasiano (Europeu)";22;"Sim";"Feminino";"Direita";1;"US";1;3;1;1;1;1;1;1;1;1;5;5;5;5;5;5;5;4;5;5;3;3;3;5;2;4;3;1;5;1;2;2;4;3;1;1;2;2;2;2;3;2;5;5;4;5;4;2;5;5;1,2;4,9;3;2,1;4;3,68552427426298;-0,243031884961074;2,52276661152182;7;25;11;13;24
"11246";"s11246";"Nordeste Asiático (Mongol, Tibetano, Japonês Coreano, etc)";23;"Sim";"Masculino";"Direita";1;"US";3;4;5;4;4;4;4;4;4;4;4;3;4;2;2;3;3;2;2;2;5;5;5;4;4;4;4;4;4;4;4;4;5;4;4;2;4;4;4;4;3;4;5;4;4;4;4;3;4;5;4;2,7;4,3;3,9;4;1,97556373207338;-2,11569539492776;1,9431073958994;20;13;23;21;21
"6455";"s6455";"Caucasiano (Europeu)";20;"Sim";"Feminino";"Direita";1;"GB";1;3;4;3;3;5;2;1;1;1;5;5;5;5;4;5;3;3;5;5;5;5;4;5;5;5;5;5;5;3;3;3;5;1;3;3;3;4;3;4;2;2;2;4;1;2;3;2;5;1;2,4;4,5;4,7;3,2;2,4;0,668071120822467;-1,82323446756263;2,83563900200157;11;24;22;17;16
"431";"s431";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";16;"Não";"Feminino";"Direita";1;"PH";1;1;1;3;1;1;1;2;3;1;5;5;5;5;5;5;5;5;5;5;3;2;5;5;5;5;5;4;5;1;3;2;5;1;2;1;3;5;5;3;5;5;5;5;5;5;5;5;5;5;1,5;5;4;3;5;2,53921983494535;-3,89051669130515;2,21396782377385;8;25;15;16;25
"17617";"s17617";"Caucasiano (Europeu)";19;"Não";"Feminino";"Direita";5;"US";5;5;5;5;5;5;3;5;5;3;3;2;5;3;4;2;5;1;4;1;1;5;5;5;4;5;5;5;5;4;4;5;5;5;5;5;5;5;4;4;4;5;5;5;5;5;5;4;2;5;4,6;3;4,4;4,7;4,5;3,14088884788641;-0,420917790083135;2,27396210714546;23;15;20;24;22
"8637";"s8637";"Caucasiano (Europeu)";39;"Sim";"Masculino";"Esquerda";1;"GB";5;1;2;1;2;5;5;1;3;1;1;3;4;4;1;1;4;4;5;3;1;1;1;1;1;1;5;1;2;1;5;5;5;5;5;1;5;1;5;5;5;5;5;5;5;5;5;5;3;5;2,6;3;1,5;4,2;4,8;3,08633706424138;-1,72236051067117;1,38822851058581;11;15;5;21;23
"1363";"s1363";"Outro";38;"Sim";"Feminino";"Direita";1;"US";4;4;5;4;5;4;5;3;4;3;3;2;4;3;3;3;4;3;3;3;5;5;4;4;5;5;4;5;5;5;4;2;4;3;2;3;4;4;4;4;4;4;5;4;5;5;5;5;4;5;4,1;3,1;4,7;3,4;4,6;1,71944184946965;-1,18389262212897;3,217927949339;18;15;24;17;23
"15051";"s15051";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";5;"US";3;5;3;3;5;4;3;4;3;4;4;3;5;5;2;5;5;5;5;5;4;4;4;5;5;5;4;4;5;5;4;4;4;2;3;2;4;4;4;4;1;3;5;4;4;4;3;2;4;4;3,7;4,4;4,5;3,5;3,4;0,843827477198646;-1,02261761104561;2,86662203110959;20;20;21;18;20
"17063";"s17063";"Caucasiano (Indiano)";29;"Não";"Feminino";"Direita";1;"IN";5;5;5;1;5;4;5;5;5;5;1;1;1;5;1;1;5;5;1;1;1;5;5;5;5;5;5;5;5;5;4;3;5;5;5;4;5;3;5;5;1;5;5;5;5;4;5;3;1;5;4,5;2,2;4,6;4,4;3,9;1,94087199051292;-2,87577555963188;1,83172457900515;24;9;21;21;20
"5927";"s5927";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";21;"Não";"Masculino";"Direita";2;"MY";1;2;2;2;2;2;2;1;1;1;3;2;5;2;3;2;1;1;2;2;2;3;5;4;3;5;2;4;4;3;2;4;4;4;4;4;4;4;4;1;2;2;4;3;2;4;2;2;4;4;1,6;2,3;3,5;3,5;2,9;1,81501420177671;-0,465180758221782;2,34163382263738;7;14;17;17;17
"4455";"s4455";"Caucasiano (Europeu)";58;"Sim";"Feminino";"Direita";1;"US";1;3;3;2;2;4;2;2;2;2;5;4;5;4;2;2;3;3;2;4;5;4;5;5;4;5;4;5;5;5;4;2;5;4;2;4;3;5;4;4;3;3;3;4;3;4;2;2;4;4;2,3;3,4;4,7;3,7;3,2;2,14512508489113;-1,09266952085519;3,67843855820757;13;19;24;20;17
"66";"s66";"Caucasiano (Europeu)";47;"Não";"Masculino";"Direita";5;"US";2;2;5;4;4;2;4;4;2;3;3;3;4;4;4;2;4;1;2;2;2;4;5;5;5;5;4;5;4;4;2;4;3;2;2;2;3;4;2;3;3;4;4;4;5;4;5;2;5;4;3,2;2,9;4,3;2,7;4;2,22750897156026;-2,21916562088025;1,54406603017358;13;17;20;16;22
"18341";"s18341";"Outro";26;"Sim";"Feminino";"Direita";2;"LB";5;2;5;4;3;3;4;3;4;3;1;2;3;3;1;1;3;3;1;1;4;3;5;4;5;5;5;4;5;2;4;5;5;4;3;4;4;3;4;2;3;3;2;3;3;5;4;3;2;4;3,6;1,9;4,2;3,8;3,2;2,0192901735017;0,566909010579929;2,05367667308543;15;10;18;19;16
"5655";"s5655";"Caucasiano (Europeu)";24;"Não";"Feminino";"Direita";1;"BG";4;5;5;5;5;4;5;2;2;5;4;3;2;5;4;3;3;3;2;4;5;5;3;4;4;1;4;2;2;3;1;2;4;2;1;4;2;1;1;2;5;3;5;3;1;5;4;2;3;2;4,2;3,3;3,3;2;3,3;0,474415654412857;-1,60627950149231;1,21140089532621;18;18;18;11;20
"17919";"s17919";"Caucasiano (Norte Africano, Outro)";31;"Sim";"Masculino";"Direita";1;"US";1;1;1;1;1;3;1;1;1;1;5;3;5;4;4;5;5;3;5;3;3;5;3;4;3;5;1;3;3;3;3;4;5;3;3;3;5;4;1;3;3;3;5;3;3;5;3;3;4;2;1,2;4,2;3,3;3,4;3,4;0,807788381212652;-2,38801881252901;2,46031623600817;7;19;17;19;20
"12017";"s12017";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";23;"Não";"Feminino";"Direita";1;"ID";3;3;4;2;3;2;2;2;2;4;2;2;4;2;2;2;3;4;2;4;4;4;4;4;4;4;4;4;2;4;4;3;2;4;3;3;2;3;3;2;2;3;3;3;3;4;4;2;4;2;2,7;2,7;3,8;2,9;3;0,859144793226056;1,47860963081862;1,0802569082832;13;14;20;14;18
"17759";"s17759";"Outro";29;"Sim";"Feminino";"Direita";1;"GB";5;5;5;1;5;5;5;5;5;5;4;2;2;2;2;2;3;3;3;1;2;4;4;3;2;3;4;2;3;4;1;2;4;3;1;2;2;2;1;4;4;4;5;3;4;5;5;4;4;4;4,6;2,4;3,1;2,2;4,2;0,165066265060966;-1,61833996029822;1,23277455127546;25;9;16;15;22
"3222";"s3222";"Caucasiano (Indiano)";20;"Não";"Masculino";"Direita";1;"IN";2;3;3;2;4;4;4;3;4;1;1;4;5;3;4;5;3;3;2;3;5;5;5;5;5;5;5;3;5;4;4;5;5;3;4;5;5;3;1;5;2;5;5;5;4;5;5;2;5;5;3;3,3;4,7;4;4,3;3,503724043108;-3,05253317235635;1,40735748349784;15;19;22;21;25
"15305";"s15305";"Caucasiano (Europeu)";19;"Não";"Feminino";"Direita";1;"CA";1;1;1;1;1;4;1;1;1;1;4;2;4;3;3;3;4;3;4;3;3;2;4;5;3;4;2;4;5;3;4;5;3;2;2;2;1;2;2;3;4;4;5;5;4;5;4;4;5;5;1,3;3,3;3,5;2,6;4,5;3,12337650314059;-3,19099697439473;3,13950614969705;8;15;16;15;24
"18972";"s18972";"Caucasiano (Europeu)";19;"Sim";"Feminino";"Direita";3;"US";3;2;4;4;4;4;5;2;1;3;4;2;3;5;2;3;3;3;2;5;5;5;4;5;5;5;5;5;5;5;4;5;5;5;4;5;4;5;4;3;5;5;5;5;3;5;5;5;5;4;3,2;3,2;4,9;4,4;4,7;3,84816778157201;-1,09125208548365;2,79279767415175;12;17;24;23;25
"17973";"s17973";"Outro";19;"Não";"Feminino";"Direita";4;"SA";5;2;4;2;2;2;1;3;3;1;3;2;4;3;3;3;4;4;3;3;1;5;3;5;4;5;4;5;5;5;5;5;5;5;4;4;5;2;5;4;4;4;5;4;4;4;5;4;4;4;2,5;3,2;4,2;4,4;4,2;1,90814932473119;-3,20448132557468;2,27870746150832;11;15;19;21;22
"1648";"s1648";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";20;"Não";"Feminino";"Direita";1;"PH";3;3;3;3;4;4;3;4;4;2;3;3;4;4;3;3;3;3;4;4;4;3;3;3;4;4;3;3;3;4;3;3;3;3;4;4;5;3;4;4;3;2;3;3;3;3;4;3;4;4;3,3;3,4;3,4;3,6;3,2;-0,603149380332361;-0,991750526695604;1,99484727865399;17;18;17;16;17
"1273";"s1273";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";38;"Não";"Masculino";"Direita";1;"PH";1;4;4;1;4;4;2;2;2;2;4;2;2;2;2;2;2;2;4;2;5;4;4;4;4;3;4;4;4;3;2;2;4;3;2;2;2;4;2;3;1;2;5;4;3;5;4;2;2;4;2,6;2,4;3,9;2,6;3,2;0,516379573046689;0,363124976208786;2,57156197010683;14;10;20;16;20
"12978";"s12978";"Caucasiano (Europeu)";26;"Não";"Feminino";"Direita";1;"DE";2;5;5;5;5;5;5;4;4;5;5;5;5;4;5;5;5;5;5;4;5;5;5;5;5;4;5;5;5;4;2;3;2;3;2;2;2;3;3;3;5;3;5;3;5;5;4;5;5;5;4,5;4,8;4,8;2,5;4,5;1,67898588733611;-1,81243545856948;3,31070225254236;23;23;24;14;22
"19704";"s19704";"Outro";16;"Não";"Feminino";"Direita";1;"US";1;1;1;2;2;5;1;1;1;1;3;4;5;5;1;4;5;5;5;5;3;2;4;5;5;5;3;3;5;3;3;1;4;3;1;4;5;3;5;4;5;5;5;5;2;5;4;5;5;3;1,6;4,2;3,8;3,3;4,4;2,26569310513843;-1,51552816343371;2,32665717915108;9;20;15;15;24
"18959";"s18959";"Caucasiano (Europeu)";22;"Sim";"Masculino";"Direita";4;"US";2;3;4;1;2;2;3;2;3;2;3;3;3;5;5;3;3;2;4;2;1;2;3;2;1;3;2;1;2;3;4;2;4;5;4;5;4;5;5;5;1;2;4;2;3;4;3;1;4;3;2,4;3,3;2;4,3;2,7;0,603505356961371;-0,240507275653522;0,311273615374091;12;18;10;21;17
"18597";"s18597";"Caucasiano (Europeu)";20;"Sim";"Feminino";"Direita";4;"US";2;3;4;2;2;2;2;1;1;1;5;2;4;1;2;4;2;2;3;1;2;2;5;5;2;5;2;4;2;5;5;5;5;5;4;5;4;5;4;3;4;2;2;1;2;4;5;4;4;2;2;2,6;3,4;4,5;3;2,26834302995721;1,57992377383279;3,57759482656232;8;10;18;23;16
"14821";"s14821";"Caucasiano (Europeu)";49;"Sim";"Masculino";"Direita";1;"US";4;5;5;5;5;5;4;5;5;4;5;3;5;4;2;4;2;2;4;1;5;4;3;5;5;4;5;5;5;4;2;5;3;5;4;5;5;3;5;4;5;5;5;5;3;5;4;5;4;4;4,7;3,2;4,5;4,1;4,5;1,57132911606292;-4,25500760733409;2,27678328127399;24;15;21;20;23
"3436";"s3436";"Caucasiano (Europeu)";37;"Sim";"Masculino";"Direita";1;"GB";5;1;5;4;2;2;3;1;5;1;4;1;5;2;4;3;3;3;4;1;5;5;4;5;4;5;5;5;5;5;3;1;5;1;1;1;5;1;3;5;5;4;5;4;5;5;4;5;5;5;2,9;3;4,8;2,6;4,7;1,48447912810772;-1,91869851722631;2,75293377537592;10;13;24;13;23
"1952";"s1952";"Caucasiano (Europeu)";27;"Sim";"Feminino";"Direita";2;"GB";2;4;5;3;5;5;5;3;2;4;3;3;3;3;4;2;1;2;2;2;1;5;5;4;4;3;5;4;5;5;4;2;3;3;3;3;5;5;4;3;4;4;2;3;4;3;5;3;4;4;3,8;2,5;4,1;3,5;3,6;2,62385810188553;-2,71732447059406;2,62361418080628;18;15;20;16;17
"6328";"s6328";"Nordeste Asiático (Mongol, Tibetano, Japonês Coreano, etc)";25;"Sim";"Feminino";"Direita";1;"GB";3;3;2;2;3;3;3;2;2;3;5;4;4;3;3;3;3;2;4;2;4;3;3;4;4;3;4;3;3;4;2;2;3;3;2;4;4;3;3;4;3;2;3;4;3;4;3;3;4;3;2,6;3,3;3,5;3;3,2;1,89249811555935;-1,07539201970826;3,6552350454337;13;16;17;15;18
"17213";"s17213";"Caucasiano (Europeu)";17;"Sim";"Feminino";"Direita";1;"GB";1;1;4;1;2;2;1;1;1;2;5;4;5;5;4;5;4;5;5;5;4;4;4;4;4;4;4;4;4;4;2;2;4;2;2;1;3;3;2;2;2;2;1;2;1;1;2;2;3;1;1,6;4,7;4;2,3;1,7;1,53646142868813;-2,29312806452457;1,96815100839566;7;23;20;13;9
"15676";"s15676";"Caucasiano (Europeu)";21;"Sim";"Masculino";"Direita";5;"US";3;4;4;2;3;3;3;2;2;2;2;2;4;3;2;2;3;3;4;3;2;4;3;3;4;3;4;3;3;3;3;4;4;4;3;3;4;4;3;3;4;4;4;4;4;4;4;3;4;4;2,8;2,8;3,2;3,5;3,9;1,52256858100512;-0,244599814951465;2,76339124613305;13;14;15;19;20
"9923";"s9923";"Caucasiano (Europeu)";25;"Não";"Feminino";"Direita";2;"DK";4;5;5;5;5;5;5;5;5;5;1;1;2;3;1;1;1;1;2;1;5;5;5;5;5;3;5;5;3;5;4;4;4;5;5;5;4;5;5;5;5;5;3;5;4;3;5;2;5;4;4,9;1,4;4,6;4,6;4,1;1,69560553810493;0,0138626360329132;2,23374501662286;25;8;25;23;21
"1600";"s1600";"Caucasiano (Indiano)";21;"Não";"Masculino";"Direita";1;"IN";2;1;2;1;1;1;1;1;1;1;2;1;2;3;4;1;1;1;3;4;5;3;5;5;2;5;2;1;5;2;3;5;3;4;3;5;1;4;4;2;4;2;4;4;4;4;4;1;3;4;1,2;2,2;3,5;3,4;3,4;0,900737390785997;0,195645937046469;2,27447665927798;5;14;16;18;19
"19130";"s19130";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";18;"Não";"Masculino";"Direita";1;"SE";1;2;2;1;3;1;1;1;1;1;3;4;4;3;3;1;2;1;1;4;4;5;5;4;5;4;4;5;4;3;4;5;5;4;2;4;4;3;4;3;2;4;4;5;2;3;4;2;5;4;1,4;2,6;4,3;3,8;3,5;0,858665492866874;0,0132473052318767;1,54647695635636;6;18;22;20;21
"11653";"s11653";"Caucasiano (Europeu)";16;"Não";"Feminino";"Direita";1;"IT";3;1;2;2;2;1;1;1;2;1;4;4;5;2;4;4;4;2;3;4;4;4;5;5;5;4;5;5;5;4;3;4;5;2;2;4;4;3;4;3;5;2;2;2;2;2;4;5;4;2;1,6;3,6;4,6;3,4;3;1,75766960752326;-2,28742387565415;2,36896217020729;6;19;22;17;14
"3354";"s3354";"Caucasiano (Indiano)";17;"Sim";"Feminino";"Direita";1;"IN";3;4;5;2;4;4;4;3;3;3;2;3;3;5;2;2;1;1;3;1;1;4;5;5;3;3;4;5;5;4;4;5;5;4;5;5;5;5;4;5;3;4;4;5;4;5;5;2;3;5;3,5;2,3;3,9;4,7;4;1,2681309771451;-2,05500370945567;1,24716073709429;17;14;19;24;22
"13067";"s13067";"Caucasiano (Indiano)";21;"Não";"Masculino";"Direita";1;"IN";2;2;5;2;5;4;5;3;4;4;2;2;3;2;2;1;1;2;2;1;5;5;5;5;5;4;4;1;4;5;4;5;5;4;5;5;4;5;5;5;5;5;4;4;5;5;5;4;4;5;3,6;1,8;4,3;4,7;4,6;1,80109314768662;-0,0980599740605407;4,38862820717331;17;10;21;24;22
"13719";"s13719";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";24;"Não";"Feminino";"Direita";1;"PH";2;3;2;2;3;3;2;2;2;2;4;3;4;4;4;4;4;4;4;4;2;3;3;3;3;3;3;3;3;3;3;2;3;3;2;2;4;3;3;3;3;3;4;3;3;3;3;3;4;3;2,3;3,9;2,9;2,8;3,2;1,3398277359082;-2,2424937715535;1,80278530714387;12;19;14;14;17
"14920";"s14920";"Caucasiano (Europeu)";18;"Sim";"Masculino";"Direita";1;"US";3;4;5;2;4;4;5;4;5;2;2;1;2;1;1;4;4;2;4;1;2;5;5;3;1;5;2;3;5;4;1;4;4;4;1;1;2;1;2;2;5;5;5;5;5;5;5;5;5;5;3,8;2,2;3,5;2,2;5;1,99963197965381;0,8027067189006;2,68283175794659;19;6;19;15;25
"11566";"s11566";"Outro";15;"Sim";"Feminino";"Direita";2;"AU";1;3;3;3;4;4;1;3;4;3;4;4;4;5;4;3;4;4;3;4;5;5;5;5;5;5;5;3;5;2;3;3;2;3;2;2;2;2;3;2;2;5;3;5;3;4;4;3;5;3;2,9;3,9;4,5;2,4;3,7;3,46836949783989;-3,10092682486728;2,80781689493489;17;21;20;12;21
"9904";"s9904";"Caucasiano (Europeu)";22;"Não";"Feminino";"Direita";1;"HU";4;2;5;3;5;5;5;5;4;3;5;2;4;3;4;5;4;4;4;4;1;5;3;3;1;3;3;3;3;3;5;3;3;3;4;1;3;2;5;3;3;2;3;1;3;1;3;3;3;4;4,1;3,9;2,8;3,2;2,6;3,2034328321691;-2,07257800564703;1,57090087138452;19;17;15;14;11
"500";"s500";"Outro";15;"Não";"Feminino";"Direita";1;"AE";1;1;3;3;1;2;1;3;1;4;4;4;5;3;2;3;2;2;1;2;1;2;5;5;5;5;1;3;5;2;4;5;3;4;2;3;2;4;2;2;3;4;4;2;1;3;2;1;1;2;2;2,8;3,4;3,1;2,3;0,861080146990742;-3,53986792331343;0,570443316955676;11;16;13;18;12
"8625";"s8625";"Raça Mista";24;"Sim";"Feminino";"Direita";1;"US";1;1;1;1;1;1;1;1;1;1;5;5;5;5;5;5;2;2;5;5;4;3;3;3;3;2;2;3;3;2;1;4;3;2;1;2;4;2;4;2;1;2;4;1;2;3;1;2;4;3;1;4,4;2,8;2,5;2,3;1,36675081847428;-3,25601671095097;0,99546667126662;5;25;15;13;13
"8875";"s8875";"Outro";28;"Sim";"Feminino";"Direita";1;"MY";3;2;3;2;3;4;3;3;3;2;4;2;4;3;4;5;5;5;3;4;4;3;2;4;1;5;3;2;4;4;2;2;2;3;4;1;4;4;2;3;2;3;3;1;2;2;2;5;3;2;2,8;3,9;3,2;2,7;2,5;1,52252496021514;-1,4933123823272;1,6291247852084;14;17;15;14;11
"12203";"s12203";"Caucasiano (Europeu)";19;"Sim";"Feminino";"Direita";2;"CA";1;5;5;4;5;5;2;2;3;2;3;2;4;2;1;3;4;2;1;2;5;5;5;5;5;4;5;4;5;5;3;4;5;4;3;4;4;3;4;4;4;5;5;5;4;4;5;4;4;4;3,4;2,4;4,8;3,8;4,4;1,88703708500455;-0,640940787799938;2,52605380155693;17;11;24;20;23
"4330";"s4330";"Caucasiano (Europeu)";26;"Sim";"Masculino";"Direita";5;"US";3;4;5;4;4;4;4;3;2;4;2;2;3;4;3;2;2;2;2;2;3;5;4;2;4;3;4;4;3;4;5;3;5;4;5;4;4;4;4;4;3;3;4;3;5;4;5;2;3;5;3,7;2,4;3,6;4,2;3,7;3,66464169139521;-1,0207407619725;2,20839332301488;17;14;20;20;19
"16205";"s16205";"Raça Mista";17;"Sim";"Masculino";"Direita";1;"US";1;1;1;1;2;4;1;1;1;1;4;1;2;4;5;5;2;2;5;3;1;2;1;3;3;2;2;2;3;4;3;4;4;3;3;5;4;4;1;4;4;1;5;5;3;5;4;4;2;4;1,4;3,3;2,3;3,5;3,7;2,24293383301704;-2,05553893820033;0,40256528494007;8;15;10;19;21
"19679";"s19679";"Caucasiano (Norte Africano, Outro)";22;"Sim";"Feminino";"Direita";2;"US";2;3;4;2;1;4;2;2;2;2;3;2;4;1;1;4;3;2;4;2;4;4;5;5;4;4;4;4;5;4;3;2;4;3;1;2;4;3;4;4;2;5;1;5;3;4;4;1;5;2;2,4;2,6;4,3;3;3,2;2,27493925082968;-1,35379059082117;1,28118395997215;13;10;21;16;19
"2150";"s2150";"Caucasiano (Europeu)";25;"Não";"Feminino";"Direita";2;"HU";2;4;4;4;4;4;4;4;4;4;1;3;3;2;2;2;2;2;2;5;4;4;3;3;4;2;3;4;3;4;5;3;5;4;5;3;4;5;4;5;5;5;4;5;5;4;5;4;5;5;3,8;2,4;3,4;4,3;4,7;0,577438219890171;-1,70184492402961;1,67336094394062;20;15;19;22;23
"4870";"s4870";"Caucasiano (Europeu)";31;"Sim";"Feminino";"Direita";1;"US";3;4;3;3;4;4;3;3;3;3;3;3;5;4;3;3;4;5;4;5;4;4;3;3;3;4;3;4;3;5;5;3;3;5;4;4;5;5;4;5;3;4;5;5;3;1;5;3;5;5;3,3;3,9;3,6;4,3;3,9;1,46673884247993;-3,15155803423773;2,29712070419546;17;20;20;21;21
"2897";"s2897";"Caucasiano (Europeu)";17;"Sim";"Masculino";"Direita";1;"US";2;3;3;4;4;2;4;2;1;1;1;1;1;1;2;1;1;1;1;1;3;3;3;3;1;2;2;2;2;3;2;1;4;4;1;1;4;2;2;4;4;5;5;5;5;5;5;4;5;5;2,6;1,1;2,4;2,5;4,8;2,21883624138343;1,16737767611772;0,628587838597171;9;6;14;15;25
"15141";"s15141";"Outro";16;"Sim";"Feminino";"Direita";1;"US";1;2;1;1;2;1;1;1;1;2;4;3;4;5;1;2;3;2;2;5;2;3;3;2;2;1;2;4;2;3;2;2;3;3;2;2;2;3;2;4;5;5;5;1;4;5;4;5;5;5;1,3;3,1;2,4;2,5;4,4;1,52585203969602;-5,89727008874131;3,09328322930278;7;18;15;15;20
"16382";"s16382";"Caucasiano (Europeu)";18;"Sim";"Masculino";"Direita";5;"US";2;3;2;2;2;3;2;2;3;2;3;3;4;4;4;2;3;3;3;4;4;3;4;4;4;4;3;3;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2,3;3,3;3,5;4;4;2,47468673401239;-0,319632740874443;3,22745285387207;13;19;16;20;20
"13555";"s13555";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";17;"Sim";"Feminino";"Direita";1;"US";1;1;1;1;4;2;1;4;4;1;5;2;5;5;4;4;4;2;5;1;4;4;4;5;4;5;4;5;3;4;5;5;4;2;1;3;5;3;4;2;1;1;5;3;1;3;1;1;5;5;2;3,7;4,2;3,4;2,6;0,445906906107639;-1,27702611062242;3,03746784734429;12;17;21;16;17
"13265";"s13265";"Caucasiano (Europeu)";17;"Sim";"Masculino";"Direita";1;"ZA";2;2;3;3;3;3;2;3;3;4;4;2;3;5;2;2;4;2;4;4;3;3;2;3;2;3;3;4;3;3;3;5;5;4;2;3;4;3;3;4;5;5;5;4;5;5;4;4;5;5;2,8;3,2;2,9;3,6;4,7;3,74182187457424;-3,13299779676121;1,35670710168902;15;16;15;21;23
"2074";"s2074";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";22;"Não";"Feminino";"Direita";2;"VN";1;4;5;4;5;4;4;3;4;4;2;2;3;3;4;3;5;5;3;3;3;5;5;5;5;5;5;3;5;5;3;1;5;2;2;1;5;2;1;3;5;4;5;5;5;5;4;4;4;5;3,8;3,3;4,6;2,5;4,6;2,28712785219546;-1,8922184325991;3,27219727459461;19;15;21;13;23
"2468";"s2468";"Raça Mista";17;"Sim";"Masculino";"Esquerda";1;"JP";2;2;3;2;2;3;3;2;2;3;3;4;2;5;3;2;2;2;4;4;2;2;3;2;2;2;3;2;2;2;4;2;4;4;3;2;3;4;4;2;5;4;4;4;4;4;4;4;4;4;2,4;3,1;2,2;3,2;4,1;1,86267650831884;-2,51237012227922;1,06001518329464;12;18;11;16;20
"19170";"s19170";"Outro";60;"Sim";"Masculino";"Direita";1;"US";1;1;3;1;2;2;1;1;1;1;3;3;4;2;4;4;1;1;1;2;5;5;5;5;5;5;5;5;5;5;3;4;5;4;3;3;5;4;4;5;5;5;5;4;4;4;5;2;5;5;1,4;2,5;5;4;4,4;1,98441169414682;-2,69768051068843;4,14969948616656;6;15;25;22;23
"1541";"s1541";"Caucasiano (Europeu)";43;"Sim";"Masculino";"Direita";1;"GB";2;1;3;2;3;4;1;1;3;1;4;3;4;4;3;4;3;3;4;4;5;4;4;5;5;4;4;4;4;3;3;4;4;4;2;3;4;5;4;4;3;4;4;4;3;4;5;4;4;3;2,1;3,6;4,2;3,7;3,8;2,1725250133135;0,145373301221941;1,6235911533964;10;18;20;21;21
