"";"id";"raça";"idade";"ing_nat";"gênero";"mão_dom";"fonte";"país";"E1";"E2";"E3";"E4";"E5";"E6";"E7";"E8";"E9";"E10";"N1";"N2";"N3";"N4";"N5";"N6";"N7";"N8";"N9";"N10";"A1";"A2";"A3";"A4";"A5";"A6";"A7";"A8";"A9";"A10";"C1";"C2";"C3";"C4";"C5";"C6";"C7";"C8";"C9";"C10";"O1";"O2";"O3";"O4";"O5";"O6";"O7";"O8";"O9";"O10";"extr";"neur";"amab";"cons";"aber";"fluid";"wellb";"empa";"E";"N";"A";"C";"O"
"15440";"s15440";"Caucasiano (Europeu)";14;"Sim";"Feminino";"Ambas";1;"US";4;2;2;3;1;2;4;3;3;1;5;4;5;2;5;4;5;5;5;5;2;5;3;4;5;4;5;5;5;3;4;1;5;2;2;1;2;3;1;3;3;1;5;3;4;5;5;4;5;5;2,5;4,5;4,1;2,4;4;1,06640666701609;-1,81541831858547;1,71288953136147;11;21;18;14;23
"10439";"s10439";"Oeste da África, Bosquímanos, Etíope";23;"Sim";"Feminino";"Direita";2;"US";3;5;5;5;5;5;5;5;5;5;1;1;1;3;1;1;1;1;1;2;5;5;5;5;5;3;5;3;5;4;4;1;4;4;3;2;4;5;3;3;4;5;5;5;5;5;5;3;5;5;4,8;1,3;4,5;3,3;4,7;2,57030383048135;-2,47369599724074;1,94199623807466;25;8;22;17;25
"3588";"s3588";"Caucasiano (Indiano)";21;"Sim";"Feminino";"Direita";1;"IN";3;5;4;5;5;5;3;4;5;2;3;3;3;3;2;3;1;2;3;3;5;5;4;4;5;3;4;4;5;4;3;2;2;4;3;2;3;4;2;3;4;4;3;5;3;4;3;4;4;3;4,1;2,6;4,3;2,8;3,7;3,18069263749216;-0,516319222149504;1,85206161761116;21;14;22;15;19
"4654";"s4654";"Caucasiano (Europeu)";37;"Sim";"Masculino";"Direita";1;"GB";2;4;4;4;4;4;4;4;4;2;2;2;4;4;3;4;3;3;4;3;3;4;2;3;3;3;3;3;2;2;3;3;3;3;3;2;2;3;3;3;4;4;4;4;4;4;4;4;4;3;3,6;3,2;2,8;2,8;3,9;2,38908224176664;-3,42698978097955;1,34294480203349;18;16;14;15;20
"11257";"s11257";"Outro";22;"Sim";"Feminino";"Direita";5;"US";5;5;5;5;5;1;1;1;1;1;1;1;1;5;1;5;5;5;5;1;5;5;5;5;1;5;5;1;5;5;5;5;5;5;5;1;5;1;5;5;1;5;1;5;5;5;5;1;1;5;3;3;4,2;4,2;3,4;0,511022874782656;-1,48500405874575;1,25374577941131;9;9;21;21;17
"17452";"s17452";"Raça Mista";44;"Sim";"Feminino";"Direita";5;"US";3;4;4;4;4;4;2;4;1;2;3;4;4;2;3;2;3;2;3;2;4;4;3;3;2;2;2;2;3;3;4;4;5;5;5;4;5;5;5;5;5;4;3;4;5;4;4;4;5;4;3,2;2,8;2,8;4,7;4,2;2,60230908843515;-0,179443298670662;2,31273558553245;15;15;16;24;20
"14246";"s14246";"Caucasiano (Indiano)";31;"Não";"Masculino";"Direita";1;"IN";2;2;2;2;2;4;1;2;2;1;3;3;4;4;2;2;2;2;2;2;4;4;4;5;4;4;4;4;4;3;2;2;2;4;2;1;2;2;2;2;4;4;4;4;3;5;4;2;4;3;2;2,6;4;2,1;3,7;1,81175289493514;-0,935129189432274;2,45752657751525;11;15;19;12;21
"1434";"s1434";"Outro";40;"Sim";"Masculino";"Esquerda";2;"US";1;4;2;2;2;2;1;4;2;1;5;4;5;4;5;4;4;4;5;4;4;2;2;2;2;3;2;2;2;2;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;5;2,1;4,4;2,3;5;4,9;1,16337275252357;-4,71830127789512;3,31221251600194;13;22;12;25;24
"290";"s290";"Caucasiano (Europeu)";14;"Sim";"Masculino";"Direita";5;"US";5;3;4;2;5;4;5;3;5;1;2;1;2;1;4;2;2;1;3;1;4;4;3;5;4;4;4;4;5;3;3;1;3;1;4;1;3;3;3;4;4;3;4;1;5;3;5;3;4;5;3,7;1,9;4;2,6;3,7;1,58738508071847;-0,956937884010476;1,34208137152557;16;9;18;12;17
"12349";"s12349";"Caucasiano (Europeu)";24;"Sim";"Feminino";"Direita";1;"GB";3;4;3;3;4;4;4;3;3;4;3;2;5;5;4;4;5;5;4;5;5;5;5;5;5;5;5;5;5;4;4;2;5;4;4;3;4;5;4;4;3;2;5;2;3;5;3;3;4;5;3,5;4,2;4,9;3,9;3,5;2,28870064612152;-1,3021610941396;3,54224450911871;18;21;24;20;19
"6855";"s6855";"Outro";21;"Não";"Feminino";"Direita";1;"IN";4;5;4;3;3;4;2;2;4;3;4;2;5;2;4;4;4;5;4;3;3;5;5;5;4;4;4;4;5;4;2;4;4;4;2;4;4;4;3;4;2;3;4;3;3;4;4;3;3;4;3,4;3,7;4,3;3,5;3,3;2,87417639501261;-0,586842068248985;2,34190423248353;18;16;21;20;18
"3370";"s3370";"Caucasiano (Europeu)";22;"Não";"Feminino";"Direita";1;"EE";2;4;4;3;4;3;2;4;4;4;4;4;5;4;4;4;3;3;4;3;2;4;4;2;4;4;4;2;4;3;3;4;3;3;2;4;4;4;4;3;2;2;4;3;2;4;3;2;4;2;3,4;3,8;3,3;3,4;2,8;-0,564968283174428;-1,50896962856861;2,05899469735801;19;20;15;17;18
"18601";"s18601";"Raça Mista";18;"Sim";"Feminino";"Direita";5;"US";1;4;4;3;3;4;1;2;2;2;4;3;5;3;2;3;3;3;1;2;5;4;5;4;4;5;4;4;4;3;5;5;5;5;3;5;4;5;5;5;3;4;5;4;4;5;4;2;5;5;2,6;2,9;4,2;4,7;4,1;1,92236710127928;-1,43679837806772;3,44666965125243;14;15;21;25;23
"11212";"s11212";"Caucasiano (Europeu)";36;"Sim";"Masculino";"Direita";1;"CA";2;2;2;2;3;3;3;2;2;1;4;4;5;5;4;4;4;3;5;5;4;4;3;4;5;4;4;4;3;3;1;1;4;2;1;1;3;2;1;4;4;5;3;5;5;3;5;4;5;5;2,2;4,3;3,8;2;4,4;2,48184038659523;-1,28895392154933;2,95857879838351;10;23;18;13;21
"7507";"s7507";"Caucasiano (Europeu)";25;"Sim";"Masculino";"Direita";5;"US";2;3;4;3;4;3;2;2;2;2;2;2;4;2;2;2;2;2;2;1;4;4;4;4;4;4;4;4;4;3;3;3;4;5;4;4;4;4;2;4;2;2;3;4;3;3;4;2;4;3;2,7;2,1;3,9;3,7;3;1,69754406247543;-1,85525694397476;1,1204402715512;12;11;19;20;18
"17304";"s17304";"Caucasiano (Europeu)";23;"Sim";"Masculino";"Esquerda";1;"US";3;3;3;4;4;4;3;4;4;2;4;3;4;3;4;4;4;3;4;3;3;4;5;3;3;3;4;4;4;3;3;4;4;5;4;5;4;5;4;4;4;4;5;5;5;5;4;3;5;3;3,4;3,6;3,6;4,2;4,3;3,30724733578202;-4,88395818649967;3,63704846067225;17;17;19;22;24
"3196";"s3196";"Outro";37;"Sim";"Feminino";"Direita";3;"GB";1;4;1;1;1;2;1;1;1;1;5;5;5;2;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;3;5;3;1;1;3;3;3;1;1;3;3;3;3;3;3;3;1;5;3;1,4;4,6;4,9;2,4;3;3,43401192755226;-1,83983971901226;2,34433674017608;9;21;24;13;17
"4429";"s4429";"Raça Mista";44;"Sim";"Masculino";"Esquerda";5;"US";2;2;3;2;3;3;3;2;3;2;2;3;4;3;2;2;2;2;2;2;3;4;4;4;4;4;4;4;4;3;3;3;3;4;3;4;3;4;3;4;3;4;3;4;3;4;3;3;4;4;2,5;2,4;3,8;3,4;3,5;2,18203805620863;-2,59264339143006;2,08322735517954;12;14;18;18;18
"8662";"s8662";"Outro";23;"Não";"Feminino";"Direita";3;"US";3;3;3;3;3;3;3;3;3;1;5;4;5;3;5;3;5;5;5;3;3;3;1;3;2;4;3;3;3;4;4;5;5;5;5;3;5;3;5;5;3;3;3;3;5;3;5;3;5;3;2,8;4,3;2,9;4,5;3,6;1,46274620181232;-1,40416891344845;1,94732387685926;13;20;14;23;19
"18052";"s18052";"Caucasiano (Médio Leste)";15;"Sim";"Feminino";"Direita";2;"US";3;3;2;3;3;4;5;1;2;3;4;3;4;5;2;5;5;3;3;3;5;3;3;5;4;4;5;5;5;5;4;5;3;5;4;5;3;3;2;3;1;4;5;5;3;5;4;1;2;4;2,9;3,7;4,4;3,7;3,4;1,53801912907338;-3,03854994902817;2,94893710011467;13;17;21;19;21
"19097";"s19097";"Caucasiano (Europeu)";30;"Não";"Masculino";"Direita";1;"DE";3;4;4;3;4;4;3;3;4;3;3;2;4;4;4;2;2;2;2;2;4;5;5;4;4;4;4;2;4;4;4;1;4;2;1;2;2;2;1;4;4;5;5;5;4;5;5;3;4;4;3,5;2,7;4;2,3;4,4;1,68095552251456;-1,96134685500357;3,94780475891336;18;16;20;13;24
"515";"s515";"Caucasiano (Europeu)";28;"Sim";"Masculino";"Direita";1;"US";4;4;3;3;5;5;3;3;3;3;3;3;4;4;3;3;3;3;3;3;5;4;5;5;2;4;5;3;4;5;4;2;5;2;1;2;4;3;4;4;4;5;3;4;4;3;5;4;5;4;3,6;3,2;4,2;3,1;4,1;1,74917686131434;-3,41796239837026;1,72198943699677;18;17;22;16;20
"1949";"s1949";"Outro";17;"Não";"Feminino";"Direita";1;"IN";3;3;5;1;5;5;5;4;4;2;3;1;5;4;5;4;4;5;2;3;5;4;5;5;3;5;5;4;3;5;4;3;5;4;3;2;5;5;4;3;2;5;5;5;3;5;2;3;5;5;3,7;3,6;4,4;3,8;4;0,945530043809033;-2,21108739062452;3,02634663479586;18;18;23;20;22
"3864";"s3864";"Outro";33;"Não";"Feminino";"Direita";1;"ZA";4;5;5;2;5;5;5;4;2;5;4;5;5;4;5;5;5;5;5;5;5;5;4;5;5;2;5;5;5;5;1;1;1;2;1;1;1;2;1;1;4;5;5;4;5;5;5;5;1;5;4,2;4,8;4,6;1,2;4,4;2,05207457422585;-2,64259530346575;2,18354385339552;21;24;24;7;20
"10203";"s10203";NA;50;"Sim";"Feminino";"Direita";5;"US";3;4;4;4;5;5;2;4;3;3;1;2;3;3;1;1;2;2;2;2;5;5;5;5;5;5;5;5;5;5;4;1;4;2;4;2;3;5;2;5;4;2;3;3;4;3;5;4;5;4;3,7;1,9;5;3,2;3,7;4,43325231037321;-0,501272178607884;3,13294368943489;19;11;25;17;19
"4729";"s4729";"Caucasiano (Europeu)";53;"Sim";"Masculino";"Direita";1;"US";3;3;4;2;4;4;4;2;4;4;3;3;4;2;3;2;4;2;4;2;4;4;3;4;4;4;4;4;4;4;4;2;4;4;3;4;4;4;4;4;5;5;4;5;4;4;5;4;5;5;3,4;2,9;3,9;3,7;4,6;2,50610734347986;-3,91095354017833;1,16759839494603;17;14;19;18;23
"13490";"s13490";"Caucasiano (Europeu)";23;"Sim";"Feminino";"Direita";1;"GR";2;2;3;2;5;5;1;1;1;1;4;4;4;5;2;4;5;5;3;3;3;5;5;3;4;4;4;4;5;5;1;4;5;3;3;2;3;5;1;5;5;5;5;5;3;4;5;5;3;4;2,3;3,9;4,2;3,2;4,4;0,705344223882097;0,0378563555527136;2,62660237119761;10;18;22;22;22
"10226";"s10226";"Caucasiano (Europeu)";16;"Não";"Feminino";"Direita";1;"BR";1;3;1;1;3;3;2;2;1;1;3;5;4;1;4;3;4;4;4;5;2;3;3;4;2;5;2;3;5;3;2;1;4;1;1;1;2;1;3;2;4;5;5;3;3;5;4;3;3;5;1,8;3,7;3,2;1,8;4;2,58494273007975;0,463048910991856;1,88495985378126;10;19;14;9;20
"19546";"s19546";"Outro";38;"Sim";"Feminino";"Direita";2;"GB";4;3;4;3;2;2;2;2;1;3;5;4;5;4;3;5;3;3;4;2;5;4;5;5;5;5;5;5;4;4;1;2;3;3;2;3;2;4;2;4;3;3;3;3;3;4;3;2;2;3;2,6;3,8;4,7;2,6;2,9;0,838749344506875;-2,4629159916484;3,65461504519485;11;18;23;16;15
"9965";"s9965";"Caucasiano (Europeu)";50;"Sim";"Feminino";"Direita";2;"US";2;1;3;3;2;4;2;1;1;1;1;3;3;4;1;1;1;1;4;3;5;3;4;4;3;4;5;2;4;2;3;2;5;4;1;5;4;5;2;4;4;4;4;4;4;4;3;4;5;4;2;2,2;3,6;3,5;4;1,25414463863193;-3,70976268150237;2,90114082355352;8;14;16;20;20
"3849";"s3849";"Caucasiano (Europeu)";35;"Sim";"Feminino";"Direita";1;"CA";4;5;4;3;5;5;5;1;5;5;1;1;1;3;1;1;3;1;3;2;2;3;2;3;2;4;3;3;1;2;2;1;3;3;1;1;3;3;1;3;5;5;5;5;5;5;5;5;3;5;4,2;1,7;2,5;2,1;4,8;1,63540386628649;-0,0415569780600091;2,64611108047056;21;8;12;13;23
"8942";"s8942";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";15;"Não";"Feminino";"Direita";1;"PH";3;4;5;1;3;3;3;1;2;3;4;2;3;3;3;1;4;4;4;2;2;5;5;5;3;4;4;4;5;3;4;5;5;3;2;4;4;3;3;3;3;5;5;5;4;5;5;2;5;4;2,8;3;4;3,6;4,3;1,54036783104013;-3,25062774248146;2,49811900420777;13;13;19;19;25
"4339";"s4339";"Outro";27;"Não";"Feminino";"Direita";1;"LK";5;3;5;1;3;3;5;1;5;4;5;2;5;1;5;3;5;2;1;5;3;5;1;5;4;5;5;5;5;5;1;5;5;3;5;2;5;3;1;4;4;5;5;3;5;5;4;2;5;5;3,5;3,4;4,3;3,4;4,3;2,06537921438507;-0,364335873338167;2,69174794500477;16;18;19;20;22
"13210";"s13210";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";22;"Não";"Masculino";"Direita";1;"IN";2;3;3;2;3;1;2;5;2;1;4;3;4;4;4;4;5;5;4;4;4;4;5;5;4;4;3;2;3;3;2;1;3;2;2;2;3;2;2;3;3;4;4;4;2;3;4;3;4;2;2,4;4,1;3,7;2,2;3,3;2,15381757638716;-1,81781195428802;1,52956384806583;12;19;18;11;19
"12258";"s12258";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Ambas";1;"US";1;3;3;2;3;4;3;2;2;2;5;4;5;4;2;4;3;2;4;4;5;4;3;5;4;5;3;4;4;3;3;2;5;3;3;3;4;4;4;4;5;4;5;4;3;5;3;4;5;4;2,5;3,7;4;3,5;4,2;-0,336993534740186;0,914297466126798;2,04668597439613;13;19;19;18;22
"4156";"s4156";"Caucasiano (Europeu)";17;"Não";"Feminino";"Direita";1;"IT";1;2;2;1;2;1;2;1;5;1;5;5;5;4;5;4;5;4;4;4;1;4;5;1;5;3;5;4;1;3;2;5;5;4;3;5;5;3;4;3;2;3;3;5;3;3;4;2;5;2;1,8;4,5;3,2;3,9;3,2;-0,244786539610556;-3,72920527261881;1,98575113077632;10;23;17;20;20
"15185";"s15185";"Caucasiano (Indiano)";26;"Não";"Feminino";"Esquerda";1;"IN";1;5;5;1;5;3;5;1;1;1;5;4;5;5;5;5;1;5;5;5;2;5;3;5;5;5;2;5;5;5;1;5;5;2;2;1;5;3;4;5;5;1;5;5;5;5;5;5;5;1;2,8;4,5;4,2;3,3;4,2;1,64928697160012;-0,949117706927714;2,13997088994845;11;24;20;20;25
"7842";"s7842";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";18;"Não";"Masculino";"Direita";1;"ID";2;1;2;1;4;2;2;3;2;3;4;2;4;3;3;4;5;5;4;4;3;4;3;5;4;5;3;4;4;3;3;2;4;2;3;1;4;3;3;2;3;5;3;4;2;4;3;2;3;2;2,2;3,8;3,8;2,7;3,1;2,43623704719938;-4,4650482807629;2,47714323220793;11;16;17;13;17
"5239";"s5239";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";1;"US";2;3;4;4;4;5;4;3;4;1;2;3;4;4;2;3;3;3;3;3;5;5;3;5;5;5;5;5;5;4;4;2;4;3;4;3;4;4;4;4;2;2;4;2;4;4;4;2;4;2;3,4;3;4,7;3,6;3;1,65291853363;-1,26737763828694;2,52289201261365;16;16;22;17;18
"11454";"s11454";"Caucasiano (Norte Africano, Outro)";18;"Sim";"Masculino";"Direita";1;"GB";2;4;2;2;4;3;2;2;1;2;4;1;2;4;2;4;3;2;2;4;3;2;4;3;2;3;2;4;2;3;2;2;4;3;2;2;2;4;2;4;5;5;5;5;4;5;5;4;4;5;2,4;2,8;2,8;2,7;4,7;1,32296108690077;-0,77654405021435;2,11412104817671;12;13;16;17;24
"6792";"s6792";"Caucasiano (Europeu)";38;"Não";"Masculino";"Direita";1;"BO";3;4;4;3;5;4;3;2;2;2;4;1;1;2;3;3;4;3;4;3;2;2;2;2;2;3;2;1;1;4;3;2;2;2;1;2;1;3;1;4;5;5;5;5;4;5;5;5;5;5;3,2;2,8;2,1;2,1;4,9;2,62854240988935;-1,98960680787082;0,474226824676656;14;10;11;13;25
"16515";"s16515";"Caucasiano (Europeu)";22;"Sim";"Feminino";"Direita";2;"CA";2;1;4;1;4;2;5;1;1;4;5;4;5;4;2;5;5;4;5;4;5;4;2;5;5;4;4;5;5;5;4;5;3;3;2;2;4;4;5;5;5;5;5;5;5;5;4;5;5;5;2,5;4,3;4,4;3,7;4,9;0,75571215946673;-2,40405798131968;2,45554897007861;9;19;21;20;24
"11780";"s11780";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";21;"Não";"Feminino";"Direita";1;"PH";3;5;2;2;4;4;1;4;5;1;3;3;3;3;4;3;4;3;4;2;2;3;3;3;3;3;2;5;3;3;4;5;3;4;4;4;2;4;2;3;3;2;4;2;3;3;4;2;4;3;3,1;3,2;3;3,5;3;0,453903239834507;-1,90028874223951;1,65474993168569;19;15;16;19;17
"19570";"s19570";"Caucasiano (Europeu)";28;"Sim";"Feminino";"Esquerda";3;"US";2;1;1;1;1;4;1;1;1;1;4;4;5;5;2;4;4;1;4;5;4;5;5;3;4;4;5;2;5;4;4;2;5;4;2;2;2;4;5;4;4;5;5;5;5;5;5;4;5;5;1,4;3,8;4,1;3,4;4,8;2,12959830241255;-2,72942656809772;4,06880262028272;8;21;20;19;25
"14402";"s14402";"Caucasiano (Europeu)";29;"Não";"Masculino";"Direita";1;"BR";2;2;3;2;2;3;2;5;4;2;5;2;3;4;4;4;4;5;5;4;3;3;3;3;2;4;3;2;2;3;4;3;4;2;2;3;2;2;4;2;5;3;4;3;4;4;5;4;5;5;2,7;4;2,8;2,8;4,2;2,553130977145;-1,91831526418803;2,59965178196201;16;17;14;13;21
"12597";"s12597";"Caucasiano (Europeu)";18;"Sim";"Feminino";"Direita";2;"US";4;4;4;4;5;4;4;3;3;2;3;2;3;2;2;1;1;1;3;1;4;3;3;3;2;5;3;4;4;4;5;5;3;5;5;5;5;2;4;5;4;5;5;5;3;5;3;4;5;4;3,7;1,9;3,5;4,4;4,3;2,95246605436192;0,575415295215272;1,13883452161369;16;10;18;20;23
"19086";"s19086";"Caucasiano (Europeu)";57;"Não";"Feminino";"Direita";2;"NO";4;4;5;4;5;5;2;4;3;5;3;1;3;2;3;2;1;1;2;1;5;5;5;5;5;4;5;4;4;5;4;5;5;5;3;4;4;5;2;4;5;5;4;4;4;5;5;3;5;4;4,1;1,9;4,7;4,1;4,4;3,0442800653232;-2,28018625903762;1,73483793554065;21;10;24;24;23
"14587";"s14587";"Caucasiano (Europeu)";30;"Não";"Feminino";"Direita";3;"SI";4;5;4;1;2;4;5;3;5;1;5;4;5;3;5;4;5;4;4;3;2;5;2;4;1;3;2;4;5;4;3;4;5;2;3;5;5;3;4;3;3;5;5;5;4;5;4;4;4;4;3,4;4,2;3,2;3,7;4,3;1,8349319354945;-3,2718045498674;1,76857742324159;18;20;17;17;23
"7899";"s7899";"Caucasiano (Europeu)";23;"Não";"Masculino";"Direita";3;"FI";2;4;3;3;2;4;2;2;3;3;1;2;1;4;4;1;4;4;1;3;4;5;5;4;4;4;4;4;4;4;4;4;4;5;2;4;4;4;2;4;5;5;5;5;5;5;5;5;5;5;2,8;2,5;4,2;3,7;5;2,21394479538701;-1,392647283604;1,894173701868;16;14;22;21;25
"2282";"s2282";"Outro";28;"Sim";"Feminino";"Direita";1;"IN";4;4;5;2;5;2;4;2;4;3;5;3;5;3;5;5;5;4;4;4;5;5;4;3;1;5;1;4;4;4;4;3;5;4;5;3;3;3;4;4;4;2;5;3;4;2;5;3;3;4;3,5;4,3;3,6;3,8;3,5;2,56838374573624;-0,997990504268504;1,3437727203648;15;20;22;19;18
"12083";"s12083";"Caucasiano (Europeu)";24;"Sim";"Feminino";"Direita";1;"US";3;2;5;3;5;4;2;2;2;3;4;2;4;4;1;1;4;3;4;4;5;5;5;5;5;3;5;3;4;5;2;2;4;3;5;4;4;5;5;4;4;5;5;5;3;5;4;3;5;2;3,1;3,1;4,5;3,8;4,1;0,971629187410364;-1,2649994607643;2,96059877486871;13;15;23;18;24
"19110";"s19110";"Raça Mista";14;"Sim";"Feminino";"Direita";1;"AU";2;4;4;2;4;4;4;1;4;2;3;2;4;3;5;3;3;2;3;2;5;5;4;4;5;3;4;4;4;4;4;5;5;5;3;4;5;4;2;4;4;4;4;4;3;5;4;3;3;3;3,1;3;4,2;4,1;3,7;1,22150120906418;-1,56924078200111;2,22777676979658;15;16;22;23;20
"2714";"s2714";"Caucasiano (Europeu)";44;"Não";"Masculino";"Direita";1;"GR";2;2;2;2;2;3;1;2;2;1;4;4;4;4;3;4;2;3;4;4;1;3;5;4;4;3;4;3;4;3;4;2;5;4;2;4;3;3;2;4;4;3;4;4;3;3;4;4;4;4;1,9;3,6;3,4;3,3;3,7;2,01587863851586;-0,661117408542306;2,45752806901288;10;19;15;18;19
"18750";"s18750";"Caucasiano (Europeu)";20;"Não";"Masculino";"Direita";1;"FR";2;3;3;3;2;4;4;3;5;1;1;2;2;5;5;5;5;5;5;2;2;4;2;2;1;2;3;3;3;4;4;3;4;3;2;4;3;3;3;3;5;5;5;3;4;5;5;4;5;4;3;3,7;2,6;3,2;4,5;3,04537348241133;-0,146967240343169;1,41190835342715;16;16;15;16;23
"6525";"s6525";"Caucasiano (Europeu)";38;"Sim";"Feminino";"Direita";1;"US";4;4;1;5;5;5;4;4;5;4;4;2;5;4;4;4;4;2;4;2;5;5;5;5;5;5;5;5;5;5;4;2;5;2;3;2;5;5;4;4;5;5;5;5;4;5;5;5;4;5;4,1;3,5;5;3,6;4,8;3,88241861302313;-0,850432237886988;2,3976087209936;22;17;25;18;24
"189";"s189";NA;18;"Sim";"Masculino";"Direita";1;"US";1;1;4;1;1;4;1;2;3;1;3;1;3;4;4;1;1;1;3;3;1;3;2;1;3;1;4;2;1;2;2;1;5;3;1;3;4;2;3;3;5;5;3;5;4;4;5;5;5;5;1,9;2,4;2;2,7;4,6;1,26145201961571;-2,8753297068063;0,396563954544245;11;15;10;14;22
"18426";"s18426";"Caucasiano (Europeu)";15;"Sim";"Feminino";"Direita";1;"GB";2;3;2;4;2;4;1;4;3;1;5;3;5;5;5;3;4;4;5;4;1;2;1;1;2;1;2;1;1;1;3;2;4;3;1;1;3;1;3;4;4;3;3;2;3;4;5;2;1;3;2,6;4,3;1,3;2,5;3;1,01160995145766;-3,12994068461302;0,118780340901141;15;22;6;14;15
"5196";"s5196";"Caucasiano (Europeu)";24;"Sim";"Feminino";"Direita";1;"US";3;3;3;3;4;4;2;3;1;1;4;2;4;5;4;2;3;3;4;5;4;4;4;4;4;4;3;4;4;3;4;1;5;2;1;5;4;4;3;5;5;5;5;5;5;5;5;5;5;5;2,7;3,6;3,8;3,4;5;2,51234349287401;-0,206303615572589;2,62676442654597;12;20;19;17;25
"9059";"s9059";"Caucasiano (Europeu)";24;"Sim";"Masculino";"Esquerda";2;"US";2;3;4;2;3;2;2;1;5;3;4;3;5;4;3;1;4;3;2;3;2;4;3;5;5;5;4;5;5;5;3;2;4;2;2;2;3;2;3;3;5;1;3;3;4;3;4;4;5;3;2,7;3,2;4,3;2,6;3,5;2,08744826619494;-1,51982581587371;2,96490420373221;14;18;19;13;18
"16778";"s16778";"Caucasiano (Europeu)";30;"Sim";"Masculino";"Direita";2;"US";2;4;3;3;3;4;4;3;3;4;4;3;4;3;2;3;3;2;3;2;1;5;3;5;3;4;3;4;4;4;5;4;4;4;3;5;4;4;4;5;3;3;4;3;4;4;3;2;5;5;3,3;2,9;3,6;4,2;3,6;2,05476983925897;-2,01464824722392;1,84184398438793;18;14;17;21;19
"16761";"s16761";"Caucasiano (Europeu)";71;"Sim";"Feminino";"Direita";2;"US";4;4;5;4;5;4;5;4;4;2;2;3;3;2;3;2;1;1;4;2;5;5;4;4;3;4;4;5;3;5;4;2;4;4;4;2;4;5;5;5;3;5;5;4;4;5;4;4;4;4;4,1;2,3;4,2;3,9;4,2;2,47684021751311;-1,02007193720946;1,56117544554692;18;13;24;20;22
"10149";"s10149";"Caucasiano (Europeu)";28;"Não";"Feminino";"Direita";1;"IT";1;3;2;1;2;4;1;1;1;5;5;5;5;4;5;5;4;4;5;4;4;4;5;5;5;5;5;4;5;5;1;1;5;2;1;2;3;4;1;5;3;5;3;5;3;4;3;3;5;3;2,1;4,6;4,7;2,5;3,7;2,08727814070758;-3,3283085634856;2,01100926896089;14;23;22;17;20
"3254";"s3254";"Outro";21;"Não";"Feminino";"Direita";1;"PH";2;3;3;1;4;4;2;3;5;2;1;2;4;3;2;2;1;1;2;2;1;5;5;5;5;5;5;2;5;3;4;3;5;3;5;5;2;4;5;4;4;5;4;5;5;3;4;1;5;5;2,9;2;4,1;4;4,1;1,07543737979786;-2,41318175055973;2,3944867282236;17;13;16;19;21
"18202";"s18202";"Caucasiano (Europeu)";48;"Sim";"Masculino";"Esquerda";1;"US";5;5;5;5;5;5;5;5;5;5;2;4;5;5;1;2;5;4;4;4;5;5;2;5;5;5;5;5;5;5;4;3;5;3;2;1;4;3;3;2;5;4;5;5;5;5;5;4;5;5;5;3,6;4,7;3;4,8;1,72277879358025;-1,87637322298535;2,01395287062706;25;19;22;16;25
"9957";"s9957";"Sudeste Asiático (Chinês, Tailandês, Malaio, Filipino, etc.)";37;"Não";"Masculino";"Direita";1;"CA";1;4;5;2;2;4;2;1;2;2;1;2;4;1;1;1;1;1;1;1;4;4;5;4;3;4;4;5;4;4;2;5;5;5;4;5;4;4;4;4;2;4;4;4;4;4;3;2;4;3;2,5;1,4;4,1;4,2;3,4;1,0331623104576;-1,86186881149901;2,85489483273753;13;9;22;23;19
"3553";"s3553";"Outro";19;"Sim";"Masculino";"Direita";2;"US";1;3;5;1;5;5;4;1;5;5;1;1;1;5;1;1;1;1;1;1;5;5;5;5;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;4;5;5;5;5;4;5;5;3,5;1,4;4,6;5;4,7;3,40716686834396;1,06891673227431;3,67069979733808;19;9;25;25;24
"18893";"s18893";NA;21;"Sim";"Feminino";"Direita";5;"US";3;3;5;3;4;4;5;3;5;1;5;3;5;3;2;3;5;4;4;3;5;5;2;5;5;4;5;3;5;3;4;3;3;5;5;5;5;5;4;4;2;3;3;5;3;5;1;2;5;3;3,6;3,7;4,2;4,3;3,2;2,08161716892143;-0,919006028750069;1,49482171121417;16;16;18;20;19
"5177";"s5177";"Caucasiano (Europeu)";19;"Sim";"Masculino";"Direita";5;"US";2;3;3;2;3;2;2;3;4;2;2;3;4;4;2;2;4;2;1;3;3;3;4;4;4;2;3;4;4;2;2;2;3;3;2;2;4;3;3;3;4;4;4;4;4;4;3;3;4;4;2,6;2,7;3,3;2,7;3,8;2,96583348096748;-2,21848495572188;1,82555328575994;14;16;16;14;19
